t[s]	U[V]	I[A]	Piro[°C]	TC-K[°C]
 53,730	  4,312	  6,157	1027,332	882,620
 53,740	  4,313	  6,158	1027,336	882,620
 53,750	  4,314	  6,160	1027,393	882,620
 53,760	  4,313	  6,161	1027,412	882,620
 53,770	  4,325	  6,165	1027,327	882,620
 53,780	  4,324	  6,167	1027,333	882,620
 53,790	  4,320	  6,171	1027,405	882,620
 53,800	  4,323	  6,167	1027,388	882,620
 53,810	  4,322	  6,163	1027,353	882,620
 53,820	  4,329	  6,156	1027,227	882,633
 53,830	  4,315	  6,153	1027,106	882,645
 53,840	  4,316	  6,157	1027,284	882,628
 53,850	  4,315	  6,158	1027,361	882,620
 53,860	  4,322	  6,154	1027,359	882,620
 53,870	  4,321	  6,154	1027,358	882,620
 53,880	  4,326	  6,155	1027,349	882,620
 53,890	  4,323	  6,156	1027,215	882,614
 53,900	  4,330	  6,156	1026,853	882,596
 53,910	  4,318	  6,159	1026,945	882,607
 53,920	  4,333	  6,160	1027,053	882,620
 53,930	  4,313	  6,160	1027,093	882,604
 53,940	  4,326	  6,159	1027,115	882,596
 53,950	  4,318	  6,161	1027,290	882,616
 53,960	  4,317	  6,163	1027,324	882,621
 53,970	  4,323	  6,170	1027,332	882,645
 53,980	  4,324	  6,169	1027,286	882,639
 53,990	  4,319	  6,166	1027,126	882,620
 54,000	  4,328	  6,161	1027,123	882,620
 54,010	  4,315	  6,158	1027,119	882,620
 54,020	  4,326	  6,155	1027,158	882,620
 54,030	  4,321	  6,155	1027,184	882,620
 54,040	  4,325	  6,153	1027,149	882,620
 54,050	  4,322	  6,152	1027,139	882,620
 54,060	  4,329	  6,148	1027,166	882,596
 54,070	  4,321	  6,149	1027,151	882,604
 54,080	  4,328	  6,150	1027,076	882,645
 54,090	  4,313	  6,152	1027,015	882,636
 54,100	  4,325	  6,153	1026,905	882,620
 54,110	  4,321	  6,155	1027,057	882,620
 54,120	  4,321	  6,156	1027,181	882,620
 54,130	  4,324	  6,158	1026,929	882,620
 54,140	  4,326	  6,159	1026,841	882,620
 54,150	  4,334	  6,168	1027,237	882,620
 54,160	  4,333	  6,169	1027,270	882,617
 54,170	  4,319	  6,172	1027,296	882,596
 54,180	  4,322	  6,166	1027,144	882,603
 54,190	  4,321	  6,161	1026,806	882,620
 54,200	  4,315	  6,157	1026,976	882,620
 54,210	  4,324	  6,156	1027,146	882,620
 54,220	  4,321	  6,152	1026,968	882,620
 54,230	  4,321	  6,152	1026,888	882,620
 54,240	  4,330	  6,155	1026,940	882,620
 54,250	  4,323	  6,152	1026,950	882,620
 54,260	  4,326	  6,145	1026,993	882,620
 54,270	  4,323	  6,146	1027,030	882,620
 54,280	  4,319	  6,148	1027,135	882,620
 54,290	  4,320	  6,153	1027,026	882,609
 54,300	  4,319	  6,155	1026,894	882,596
 54,310	  4,321	  6,158	1027,019	882,611
 54,320	  4,319	  6,158	1027,089	882,620
 54,330	  4,323	  6,161	1026,961	882,620
 54,340	  4,317	  6,162	1026,936	882,620
 54,350	  4,324	  6,169	1026,989	882,620
 54,360	  4,322	  6,165	1027,000	882,620
 54,370	  4,322	  6,159	1027,040	882,620
 54,380	  4,325	  6,157	1027,064	882,620
 54,390	  4,324	  6,156	1027,102	882,620
 54,400	  4,321	  6,157	1026,939	882,635
 54,410	  4,323	  6,157	1026,827	882,645
 54,420	  4,321	  6,152	1027,034	882,626
 54,430	  4,317	  6,151	1027,092	882,620
 54,440	  4,320	  6,147	1027,106	882,620
 54,450	  4,316	  6,148	1027,109	882,620
 54,460	  4,325	  6,150	1027,124	882,620
 54,470	  4,324	  6,152	1027,128	882,620
 54,480	  4,322	  6,154	1027,135	882,620
 54,490	  4,324	  6,159	1026,992	882,620
 54,500	  4,323	  6,161	1026,869	882,620
 54,510	  4,322	  6,160	1026,801	882,620
 54,520	  4,321	  6,160	1026,776	882,620
 54,530	  4,315	  6,160	1027,078	882,620
 54,540	  4,317	  6,162	1027,103	882,620
 54,550	  4,320	  6,167	1027,093	882,620
 54,560	  4,325	  6,165	1027,099	882,620
 54,570	  4,324	  6,162	1027,114	882,620
 54,580	  4,326	  6,156	1026,988	882,620
 54,590	  4,317	  6,153	1026,856	882,620
 54,600	  4,325	  6,153	1026,833	882,620
 54,610	  4,325	  6,153	1026,822	882,620
 54,620	  4,324	  6,150	1026,818	882,599
 54,630	  4,318	  6,149	1026,816	882,597
 54,640	  4,321	  6,147	1026,806	882,620
 54,650	  4,315	  6,148	1026,865	882,620
 54,660	  4,318	  6,150	1027,044	882,620
 54,670	  4,323	  6,150	1027,038	882,620
 54,680	  4,320	  6,151	1027,032	882,620
 54,690	  4,326	  6,156	1026,939	882,605
 54,700	  4,327	  6,157	1026,885	882,596
 54,710	  4,326	  6,166	1026,904	882,616
 54,720	  4,324	  6,166	1026,911	882,620
 54,730	  4,319	  6,168	1027,161	882,620
 54,740	  4,324	  6,166	1027,143	882,620
 54,750	  4,317	  6,163	1027,073	882,620
 54,760	  4,324	  6,160	1026,968	882,611
 54,770	  4,317	  6,157	1026,802	882,596
 54,780	  4,318	  6,155	1026,883	882,610
 54,790	  4,323	  6,154	1026,942	882,620
 54,800	  4,324	  6,152	1026,941	882,601
 54,810	  4,325	  6,150	1026,940	882,596
 54,820	  4,325	  6,143	1026,950	882,619
 54,830	  4,322	  6,144	1026,930	882,620
 54,840	  4,318	  6,146	1026,816	882,620
 54,850	  4,326	  6,149	1026,862	882,620
 54,860	  4,318	  6,151	1026,950	882,620
 54,870	  4,322	  6,156	1026,937	882,620
 54,880	  4,315	  6,157	1026,925	882,620
 54,890	  4,320	  6,159	1026,838	882,620
 54,900	  4,319	  6,159	1026,805	882,620
 54,910	  4,316	  6,160	1026,859	882,598
 54,920	  4,324	  6,162	1026,868	882,596
 54,930	  4,325	  6,167	1026,904	882,596
 54,940	  4,329	  6,162	1026,866	882,596
 54,950	  4,327	  6,157	1026,772	882,596
 54,960	  4,322	  6,154	1026,788	882,608
 54,970	  4,326	  6,153	1026,806	882,620
 54,980	  4,319	  6,153	1026,991	882,620
 54,990	  4,322	  6,153	1027,082	882,620
 55,000	  4,313	  6,149	1026,832	882,620
 55,010	  4,318	  6,147	1026,806	882,620
 55,020	  4,315	  6,142	1027,098	882,620
 55,030	  4,325	  6,144	1027,088	882,620
 55,040	  4,320	  6,148	1027,058	882,620
 55,050	  4,326	  6,154	1026,945	882,620
 55,060	  4,329	  6,157	1026,797	882,620
 55,070	  4,319	  6,156	1026,991	882,620
 55,080	  4,329	  6,156	1027,111	882,620
 55,090	  4,313	  6,161	1026,950	882,620
 55,100	  4,327	  6,161	1026,912	882,620
 55,110	  4,320	  6,161	1027,108	882,620
 55,120	  4,320	  6,162	1027,047	882,620
 55,130	  4,328	  6,164	1026,788	882,620
 55,140	  4,316	  6,162	1026,813	882,620
 55,150	  4,330	  6,161	1026,854	882,620
 55,160	  4,321	  6,158	1026,836	882,620
 55,170	  4,336	  6,157	1026,823	882,620
 55,180	  4,321	  6,148	1027,056	882,620
 55,190	  4,322	  6,147	1027,129	882,620
 55,200	  4,311	  6,146	1027,067	882,620
 55,210	  4,317	  6,147	1027,024	882,620
 55,220	  4,320	  6,149	1026,783	882,620
 55,230	  4,316	  6,151	1026,775	882,620
 55,240	  4,327	  6,154	1026,758	882,620
 55,250	  4,317	  6,154	1026,776	882,620
 55,260	  4,330	  6,154	1026,792	882,620
 55,270	  4,315	  6,157	1026,792	882,620
 55,280	  4,322	  6,158	1026,792	882,620
 55,290	  4,323	  6,163	1026,757	882,620
 55,300	  4,325	  6,164	1026,750	882,620
 55,310	  4,331	  6,167	1026,720	882,620
 55,320	  4,321	  6,165	1026,744	882,620
 55,330	  4,327	  6,162	1026,804	882,620
 55,340	  4,317	  6,158	1026,782	882,620
 55,350	  4,329	  6,156	1026,758	882,620
 55,360	  4,321	  6,156	1026,879	882,620
 55,370	  4,328	  6,156	1026,941	882,620
 55,380	  4,321	  6,146	1026,985	882,620
 55,390	  4,316	  6,144	1026,985	882,620
 55,400	  4,325	  6,135	1026,812	882,620
 55,410	  4,312	  6,141	1026,809	882,620
 55,420	  4,324	  6,149	1026,800	882,620
 55,430	  4,314	  6,153	1026,781	882,620
 55,440	  4,324	  6,156	1026,754	882,620
 55,450	  4,323	  6,156	1026,817	882,605
 55,460	  4,319	  6,156	1026,857	882,596
 55,470	  4,326	  6,156	1026,879	882,596
 55,480	  4,325	  6,158	1026,885	882,596
 55,490	  4,332	  6,166	1026,856	882,596
 55,500	  4,323	  6,166	1026,855	882,600
 55,510	  4,330	  6,164	1026,848	882,620
 55,520	  4,322	  6,160	1026,947	882,620
 55,530	  4,328	  6,157	1027,115	882,620
 55,540	  4,313	  6,155	1026,987	882,607
 55,550	  4,317	  6,155	1026,887	882,596
 55,560	  4,312	  6,152	1026,988	882,614
 55,570	  4,313	  6,151	1027,022	882,620
 55,580	  4,323	  6,147	1026,821	882,620
 55,590	  4,314	  6,147	1026,805	882,620
 55,600	  4,334	  6,148	1026,787	882,620
 55,610	  4,324	  6,152	1026,779	882,620
 55,620	  4,329	  6,155	1026,762	882,620
 55,630	  4,332	  6,156	1026,781	882,620
 55,640	  4,322	  6,156	1026,799	882,620
 55,650	  4,318	  6,156	1026,808	882,620
 55,660	  4,320	  6,157	1026,812	882,620
 55,670	  4,325	  6,163	1026,795	882,620
 55,680	  4,331	  6,163	1026,792	882,620
 55,690	  4,328	  6,163	1026,790	882,620
 55,700	  4,309	  6,161	1026,800	882,620
 55,710	  4,315	  6,159	1026,829	882,620
 55,720	  4,311	  6,155	1026,815	882,620
 55,730	  4,315	  6,153	1026,798	882,620
 55,740	  4,332	  6,153	1026,835	882,620
 55,750	  4,328	  6,153	1026,855	882,620
 55,760	  4,327	  6,145	1026,780	882,600
 55,770	  4,326	  6,144	1026,768	882,597
 55,780	  4,311	  6,141	1026,846	882,620
 55,790	  4,312	  6,143	1026,840	882,620
 55,800	  4,315	  6,146	1026,819	882,620
 55,810	  4,321	  6,150	1026,814	882,620
 55,820	  4,333	  6,153	1026,806	882,620
 55,830	  4,328	  6,158	1026,816	882,620
 55,840	  4,324	  6,159	1026,822	882,620
 55,850	  4,338	  6,156	1026,796	882,601
 55,860	  4,322	  6,158	1026,789	882,596
 55,870	  4,322	  6,170	1026,770	882,620
 55,880	  4,301	  6,166	1026,785	882,616
 55,890	  4,298	  6,159	1026,857	882,596
 55,900	  4,317	  6,157	1026,849	882,605
 55,910	  4,297	  6,155	1026,835	882,620
 55,920	  4,350	  6,153	1026,851	882,620
 55,930	  4,340	  6,152	1026,864	882,620
 55,940	  4,335	  6,149	1026,832	882,620
 55,950	  4,338	  6,148	1026,820	882,620
 55,960	  4,309	  6,144	1026,869	882,620
 55,970	  4,314	  6,145	1026,870	882,620
 55,980	  4,316	  6,145	1026,845	882,620
 55,990	  4,318	  6,145	1026,851	882,620
 56,000	  4,346	  6,145	1026,866	882,620
 56,010	  4,341	  6,150	1026,751	882,620
 56,020	  4,319	  6,152	1026,637	882,620
 56,030	  4,322	  6,155	1026,783	882,603
 56,040	  4,298	  6,156	1026,849	882,596
 56,050	  4,306	  6,161	1026,784	882,617
 56,060	  4,312	  6,161	1026,778	882,620
 56,070	  4,301	  6,162	1026,817	882,620
 56,080	  4,345	  6,159	1026,813	882,620
 56,090	  4,320	  6,156	1026,801	882,620
 56,100	  4,348	  6,153	1026,865	882,620
 56,110	  4,328	  6,152	1026,944	882,620
 56,120	  4,310	  6,150	1026,847	882,620
 56,130	  4,315	  6,150	1026,792	882,620
 56,140	  4,309	  6,146	1026,861	882,620
 56,150	  4,321	  6,145	1026,875	882,620
 56,160	  4,324	  6,139	1026,864	882,620
 56,170	  4,327	  6,143	1026,851	882,620
 56,180	  4,324	  6,148	1026,804	882,620
 56,190	  4,320	  6,150	1026,814	882,620
 56,200	  4,314	  6,152	1026,828	882,620
 56,210	  4,317	  6,158	1026,815	882,606
 56,220	  4,313	  6,159	1026,805	882,596
 56,230	  4,317	  6,157	1026,791	882,615
 56,240	  4,322	  6,158	1026,787	882,620
 56,250	  4,315	  6,165	1026,811	882,620
 56,260	  4,324	  6,163	1026,818	882,620
 56,270	  4,315	  6,161	1026,851	882,620
 56,280	  4,324	  6,157	1026,859	882,612
 56,290	  4,321	  6,154	1026,873	882,596
 56,300	  4,332	  6,153	1026,866	882,609
 56,310	  4,324	  6,153	1026,859	882,620
 56,320	  4,332	  6,152	1026,825	882,620
 56,330	  4,329	  6,150	1026,813	882,620
 56,340	  4,317	  6,142	1026,766	882,620
 56,350	  4,316	  6,143	1026,765	882,620
 56,360	  4,309	  6,145	1026,791	882,620
 56,370	  4,323	  6,147	1026,790	882,620
 56,380	  4,316	  6,149	1026,789	882,620
 56,390	  4,324	  6,151	1026,782	882,608
 56,400	  4,315	  6,151	1026,775	882,596
 56,410	  4,331	  6,152	1026,775	882,612
 56,420	  4,331	  6,152	1026,775	882,620
 56,430	  4,325	  6,161	1026,824	882,620
 56,440	  4,328	  6,160	1026,811	882,620
 56,450	  4,312	  6,156	1026,497	882,620
 56,460	  4,324	  6,157	1026,589	882,614
 56,470	  4,307	  6,158	1026,865	882,596
 56,480	  4,330	  6,156	1026,835	882,607
 56,490	  4,323	  6,154	1026,797	882,620
 56,500	  4,338	  6,149	1026,783	882,620
 56,510	  4,329	  6,148	1026,775	882,620
 56,520	  4,318	  6,149	1026,806	882,620
 56,530	  4,321	  6,146	1026,812	882,620
 56,540	  4,309	  6,136	1026,802	882,596
 56,550	  4,325	  6,140	1026,798	882,601
 56,560	  4,321	  6,145	1026,785	882,620
 56,570	  4,324	  6,149	1026,801	882,620
 56,580	  4,317	  6,152	1026,826	882,620
 56,590	  4,327	  6,151	1026,681	882,606
 56,600	  4,315	  6,151	1026,575	882,596
 56,610	  4,318	  6,158	1026,554	882,615
 56,620	  4,322	  6,159	1026,547	882,620
 56,630	  4,317	  6,162	1026,522	882,620
 56,640	  4,336	  6,160	1026,560	882,620
 56,650	  4,318	  6,156	1026,785	882,620
 56,660	  4,328	  6,152	1026,858	882,620
 56,670	  4,328	  6,149	1026,998	882,620
 56,680	  4,325	  6,151	1026,899	882,620
 56,690	  4,335	  6,152	1026,812	882,620
 56,700	  4,306	  6,150	1026,842	882,620
 56,710	  4,315	  6,149	1026,853	882,620
 56,720	  4,300	  6,138	1027,056	882,620
 56,730	  4,318	  6,139	1027,049	882,618
 56,740	  4,325	  6,141	1026,805	882,596
 56,750	  4,340	  6,146	1026,792	882,603
 56,760	  4,331	  6,152	1026,760	882,620
 56,770	  4,339	  6,150	1026,767	882,608
 56,780	  4,310	  6,149	1026,774	882,596
 56,790	  4,317	  6,155	1026,796	882,612
 56,800	  4,325	  6,157	1026,807	882,620
 56,810	  4,309	  6,164	1026,800	882,599
 56,820	  4,336	  6,162	1026,803	882,597
 56,830	  4,326	  6,157	1026,871	882,620
 56,840	  4,337	  6,156	1026,858	882,620
 56,850	  4,337	  6,154	1026,815	882,620
 56,860	  4,315	  6,152	1026,823	882,610
 56,870	  4,320	  6,150	1026,834	882,596
 56,880	  4,304	  6,149	1026,832	882,611
 56,890	  4,308	  6,149	1026,830	882,620
 56,900	  4,317	  6,141	1026,757	882,620
 56,910	  4,329	  6,140	1026,740	882,620
 56,920	  4,333	  6,137	1026,822	882,645
 56,930	  4,341	  6,139	1026,817	882,640
 56,940	  4,317	  6,143	1026,795	882,620
 56,950	  4,315	  6,143	1026,784	882,620
 56,960	  4,319	  6,143	1026,766	882,620
 56,970	  4,311	  6,146	1026,814	882,620
 56,980	  4,330	  6,147	1026,851	882,620
 56,990	  4,321	  6,152	1026,749	882,620
 57,000	  4,319	  6,154	1026,717	882,620
 57,010	  4,333	  6,163	1026,821	882,620
 57,020	  4,313	  6,161	1026,830	882,620
 57,030	  4,318	  6,157	1026,846	882,620
 57,040	  4,319	  6,155	1026,850	882,612
 57,050	  4,313	  6,153	1026,856	882,596
 57,060	  4,323	  6,153	1026,832	882,608
 57,070	  4,326	  6,153	1026,809	882,620
 57,080	  4,314	  6,147	1026,825	882,620
 57,090	  4,332	  6,146	1026,832	882,620
 57,100	  4,314	  6,141	1026,708	882,620
 57,110	  4,329	  6,141	1026,687	882,620
 57,120	  4,316	  6,142	1026,618	882,620
 57,130	  4,304	  6,147	1026,610	882,613
 57,140	  4,328	  6,153	1026,588	882,596
 57,150	  4,306	  6,152	1026,579	882,596
 57,160	  4,334	  6,151	1026,570	882,596
 57,170	  4,320	  6,153	1026,566	882,612
 57,180	  4,314	  6,153	1026,563	882,620
 57,190	  4,330	  6,157	1026,535	882,620
 57,200	  4,317	  6,158	1026,529	882,620
 57,210	  4,326	  6,159	1026,515	882,620
 57,220	  4,328	  6,157	1026,477	882,620
 57,230	  4,318	  6,156	1026,350	882,620
 57,240	  4,328	  6,153	1026,441	882,620
 57,250	  4,328	  6,152	1026,566	882,620
 57,260	  4,308	  6,147	1026,553	882,620
 57,270	  4,321	  6,146	1026,545	882,620
 57,280	  4,313	  6,137	1026,537	882,620
 57,290	  4,314	  6,137	1026,535	882,620
 57,300	  4,337	  6,138	1026,528	882,620
 57,310	  4,311	  6,139	1026,531	882,616
 57,320	  4,339	  6,141	1026,549	882,596
 57,330	  4,325	  6,145	1026,533	882,596
 57,340	  4,316	  6,149	1026,506	882,596
 57,350	  4,338	  6,151	1026,523	882,596
 57,360	  4,309	  6,151	1026,537	882,596
 57,370	  4,318	  6,152	1026,553	882,596
 57,380	  4,322	  6,153	1026,558	882,596
 57,390	  4,317	  6,157	1026,567	882,596
 57,400	  4,323	  6,156	1026,562	882,599
 57,410	  4,317	  6,155	1026,523	882,620
 57,420	  4,325	  6,152	1026,526	882,620
 57,430	  4,323	  6,150	1026,533	882,620
 57,440	  4,329	  6,148	1026,552	882,620
 57,450	  4,326	  6,148	1026,571	882,620
 57,460	  4,325	  6,147	1026,557	882,620
 57,470	  4,323	  6,146	1026,551	882,620
 57,480	  4,320	  6,142	1026,570	882,620
 57,490	  4,318	  6,141	1026,569	882,618
 57,500	  4,326	  6,138	1026,524	882,596
 57,510	  4,318	  6,144	1026,525	882,596
 57,520	  4,324	  6,150	1026,525	882,596
 57,530	  4,322	  6,148	1026,519	882,596
 57,540	  4,329	  6,147	1026,513	882,596
 57,550	  4,326	  6,152	1026,377	882,612
 57,560	  4,327	  6,153	1026,304	882,620
 57,570	  4,318	  6,152	1026,452	882,620
 57,580	  4,324	  6,153	1026,481	882,621
 57,590	  4,317	  6,156	1026,495	882,645
 57,600	  4,318	  6,156	1026,511	882,639
 57,610	  4,319	  6,156	1026,568	882,620
 57,620	  4,320	  6,154	1026,549	882,620
 57,630	  4,316	  6,153	1026,523	882,620
 57,640	  4,324	  6,150	1026,558	882,620
 57,650	  4,314	  6,150	1026,582	882,620
 57,660	  4,327	  6,143	1026,564	882,620
 57,670	  4,321	  6,142	1026,560	882,620
 57,680	  4,317	  6,135	1026,436	882,620
 57,690	  4,328	  6,139	1026,431	882,620
 57,700	  4,323	  6,145	1026,420	882,620
 57,710	  4,318	  6,145	1026,420	882,620
 57,720	  4,320	  6,146	1026,421	882,620
 57,730	  4,310	  6,147	1026,513	882,620
 57,740	  4,330	  6,147	1026,588	882,620
 57,750	  4,319	  6,155	1026,564	882,620
 57,760	  4,324	  6,156	1026,556	882,620
 57,770	  4,319	  6,158	1026,570	882,620
 57,780	  4,321	  6,157	1026,561	882,620
 57,790	  4,321	  6,152	1026,488	882,620
 57,800	  4,320	  6,153	1026,516	882,620
 57,810	  4,317	  6,153	1026,578	882,620
 57,820	  4,318	  6,149	1026,551	882,620
 57,830	  4,314	  6,147	1026,524	882,620
 57,840	  4,319	  6,147	1026,366	882,620
 57,850	  4,319	  6,147	1026,295	882,620
 57,860	  4,319	  6,137	1026,527	882,599
 57,870	  4,324	  6,139	1026,560	882,598
 57,880	  4,324	  6,145	1026,575	882,620
 57,890	  4,325	  6,148	1026,563	882,614
 57,900	  4,328	  6,151	1026,528	882,596
 57,910	  4,319	  6,151	1026,551	882,607
 57,920	  4,321	  6,150	1026,578	882,620
 57,930	  4,318	  6,152	1026,562	882,620
 57,940	  4,317	  6,152	1026,552	882,620
 57,950	  4,320	  6,164	1026,303	882,600
 57,960	  4,315	  6,163	1026,247	882,596
 57,970	  4,320	  6,157	1026,007	882,620
 57,980	  4,322	  6,155	1026,125	882,620
 57,990	  4,326	  6,152	1026,571	882,620
 58,000	  4,328	  6,152	1026,579	882,620
 58,010	  4,324	  6,152	1026,591	882,620
 58,020	  4,314	  6,146	1026,375	882,620
 58,030	  4,326	  6,144	1026,224	882,620
 58,040	  4,324	  6,139	1026,495	882,620
 58,050	  4,322	  6,139	1026,571	882,620
 58,060	  4,329	  6,137	1026,591	882,597
 58,070	  4,317	  6,140	1026,595	882,600
 58,080	  4,323	  6,144	1026,610	882,620
 58,090	  4,319	  6,147	1026,470	882,620
 58,100	  4,323	  6,149	1026,209	882,620
 58,110	  4,329	  6,148	1026,368	882,620
 58,120	  4,330	  6,148	1026,503	882,620
 58,130	  4,324	  6,155	1026,317	882,620
 58,140	  4,331	  6,156	1026,248	882,620
 58,150	  4,313	  6,164	1026,224	882,598
 58,160	  4,324	  6,161	1026,245	882,598
 58,170	  4,318	  6,153	1026,431	882,620
 58,180	  4,318	  6,151	1026,463	882,620
 58,190	  4,324	  6,149	1026,537	882,620
 58,200	  4,324	  6,148	1026,389	882,620
 58,210	  4,327	  6,147	1026,235	882,620
 58,220	  4,335	  6,141	1026,456	882,604
 58,230	  4,320	  6,140	1026,560	882,596
 58,240	  4,328	  6,136	1026,562	882,596
 58,250	  4,316	  6,138	1026,547	882,597
 58,260	  4,317	  6,144	1026,308	882,620
 58,270	  4,329	  6,144	1026,294	882,620
 58,280	  4,320	  6,144	1026,251	882,620
 58,290	  4,323	  6,147	1026,342	882,620
 58,300	  4,326	  6,149	1026,457	882,620
 58,310	  4,319	  6,150	1026,545	882,620
 58,320	  4,324	  6,151	1026,597	882,620
 58,330	  4,317	  6,160	1026,501	882,600
 58,340	  4,322	  6,159	1026,480	882,596
 58,350	  4,324	  6,152	1026,575	882,620
 58,360	  4,327	  6,150	1026,512	882,615
 58,370	  4,325	  6,147	1026,259	882,596
 58,380	  4,318	  6,151	1026,275	882,605
 58,390	  4,321	  6,154	1026,299	882,620
 58,400	  4,322	  6,146	1026,451	882,620
 58,410	  4,317	  6,144	1026,561	882,620
 58,420	  4,323	  6,141	1026,533	882,620
 58,430	  4,321	  6,141	1026,524	882,620
 58,440	  4,324	  6,139	1026,604	882,597
 58,450	  4,327	  6,141	1026,593	882,596
 58,460	  4,323	  6,144	1026,511	882,596
 58,470	  4,324	  6,144	1026,508	882,604
 58,480	  4,323	  6,144	1026,503	882,620
 58,490	  4,318	  6,148	1026,548	882,607
 58,500	  4,319	  6,149	1026,588	882,596
 58,510	  4,317	  6,154	1026,535	882,613
 58,520	  4,320	  6,155	1026,514	882,620
 58,530	  4,317	  6,160	1026,522	882,620
 58,540	  4,322	  6,158	1026,496	882,618
 58,550	  4,321	  6,152	1026,260	882,596
 58,560	  4,326	  6,152	1026,345	882,603
 58,570	  4,319	  6,152	1026,555	882,620
 58,580	  4,321	  6,149	1026,508	882,620
 58,590	  4,327	  6,147	1026,457	882,620
 58,600	  4,319	  6,146	1026,492	882,620
 58,610	  4,326	  6,146	1026,510	882,620
 58,620	  4,319	  6,137	1026,576	882,620
 58,630	  4,320	  6,138	1026,583	882,620
 58,640	  4,313	  6,141	1026,495	882,620
 58,650	  4,321	  6,143	1026,491	882,614
 58,660	  4,325	  6,145	1026,475	882,596
 58,670	  4,325	  6,145	1026,476	882,606
 58,680	  4,329	  6,146	1026,477	882,620
 58,690	  4,322	  6,151	1026,494	882,605
 58,700	  4,321	  6,152	1026,504	882,596
 58,710	  4,322	  6,158	1026,543	882,616
 58,720	  4,318	  6,157	1026,552	882,620
 58,730	  4,322	  6,153	1026,523	882,596
 58,740	  4,319	  6,151	1026,534	882,596
 58,750	  4,321	  6,147	1026,580	882,596
 58,760	  4,321	  6,147	1026,574	882,596
 58,770	  4,323	  6,147	1026,564	882,596
 58,780	  4,324	  6,145	1026,551	882,596
 58,790	  4,323	  6,145	1026,541	882,596
 58,800	  4,324	  6,137	1026,547	882,614
 58,810	  4,328	  6,137	1026,549	882,620
 58,820	  4,326	  6,138	1026,354	882,643
 58,830	  4,325	  6,138	1026,373	882,641
 58,840	  4,315	  6,139	1026,548	882,620
 58,850	  4,322	  6,145	1026,527	882,620
 58,860	  4,320	  6,151	1026,486	882,620
 58,870	  4,319	  6,151	1026,535	882,608
 58,880	  4,321	  6,150	1026,580	882,596
 58,890	  4,320	  6,149	1026,490	882,613
 58,900	  4,324	  6,150	1026,454	882,620
 58,910	  4,327	  6,156	1026,263	882,620
 58,920	  4,333	  6,156	1026,271	882,620
 58,930	  4,321	  6,159	1026,567	882,620
 58,940	  4,324	  6,154	1026,461	882,613
 58,950	  4,318	  6,148	1026,189	882,596
 58,960	  4,321	  6,145	1026,231	882,607
 58,970	  4,317	  6,143	1026,279	882,620
 58,980	  4,317	  6,142	1026,279	882,604
 58,990	  4,325	  6,142	1026,278	882,596
 59,000	  4,324	  6,136	1026,531	882,617
 59,010	  4,327	  6,138	1026,576	882,620
 59,020	  4,326	  6,144	1026,572	882,620
 59,030	  4,318	  6,144	1026,509	882,620
 59,040	  4,326	  6,144	1026,298	882,620
 59,050	  4,321	  6,146	1026,300	882,620
 59,060	  4,322	  6,148	1026,304	882,620
 59,070	  4,319	  6,146	1026,302	882,620
 59,080	  4,319	  6,145	1026,300	882,620
 59,090	  4,316	  6,160	1026,490	882,601
 59,100	  4,320	  6,159	1026,537	882,596
 59,110	  4,327	  6,155	1026,243	882,620
 59,120	  4,326	  6,152	1026,233	882,620
 59,130	  4,320	  6,146	1026,204	882,620
 59,140	  4,320	  6,146	1026,234	882,611
 59,150	  4,325	  6,146	1026,286	882,596
 59,160	  4,325	  6,145	1026,289	882,609
 59,170	  4,313	  6,145	1026,291	882,620
 59,180	  4,319	  6,136	1026,485	882,620
 59,190	  4,320	  6,136	1026,550	882,620
 59,200	  4,319	  6,141	1026,602	882,620
 59,210	  4,320	  6,140	1026,570	882,620
 59,220	  4,322	  6,137	1026,337	882,620
 59,230	  4,319	  6,140	1026,391	882,620
 59,240	  4,323	  6,144	1026,506	882,620
 59,250	  4,322	  6,147	1026,375	882,620
 59,260	  4,318	  6,148	1026,250	882,620
 59,270	  4,327	  6,147	1026,298	882,620
 59,280	  4,324	  6,148	1026,318	882,620
 59,290	  4,320	  6,157	1026,290	882,620
 59,300	  4,325	  6,155	1026,297	882,618
 59,310	  4,313	  6,148	1026,423	882,596
 59,320	  4,322	  6,148	1026,431	882,596
 59,330	  4,317	  6,148	1026,453	882,596
 59,340	  4,320	  6,146	1026,312	882,596
 59,350	  4,322	  6,145	1026,146	882,596
 59,360	  4,328	  6,143	1026,198	882,612
 59,370	  4,326	  6,142	1026,226	882,620
 59,380	  4,332	  6,129	1026,024	882,641
 59,390	  4,314	  6,132	1025,995	882,643
 59,400	  4,316	  6,141	1026,287	882,596
 59,410	  4,314	  6,143	1026,311	882,596
 59,420	  4,320	  6,146	1026,397	882,596
 59,430	  4,324	  6,146	1026,349	882,606
 59,440	  4,319	  6,146	1026,280	882,620
 59,450	  4,319	  6,147	1026,149	882,606
 59,460	  4,328	  6,147	1026,061	882,596
 59,470	  4,322	  6,152	1026,146	882,615
 59,480	  4,327	  6,152	1026,169	882,620
 59,490	  4,320	  6,152	1026,174	882,620
 59,500	  4,327	  6,150	1026,180	882,620
 59,510	  4,320	  6,146	1026,208	882,620
 59,520	  4,319	  6,146	1026,219	882,611
 59,530	  4,317	  6,146	1026,238	882,596
 59,540	  4,324	  6,146	1026,070	882,609
