t[s]	U[V]	I[A]	Piro[C]	TC[C]
0.95	11.06	16.76	685.6	649.9
0.96	11.05	16.74	685.6	649.7
0.97	11.07	16.74	685.6	649.8
0.98	11.08	16.74	685.6	649.7
0.99	11.06	16.71	685.7	649.7
1.0	11.06	16.69	685.6	649.9
1.01	11.07	16.69	685.6	649.7
1.02	11.06	16.66	685.5	649.9
1.03	11.05	16.64	685.6	649.7
1.04	11.06	16.63	685.6	649.8
1.05	11.06	16.63	685.7	649.7
1.06	11.06	16.6	685.6	649.8
1.07	11.05	16.59	685.6	649.8
1.08	11.05	16.57	685.5	649.7
1.09	11.06	16.56	685.6	649.8
1.1	11.07	16.57	685.6	650.1
1.11	11.06	16.54	685.6	649.7
1.12	11.05	16.51	685.6	649.8
1.13	11.05	16.5	685.6	649.8
1.14	11.04	16.47	685.6	650.0
1.15	11.06	16.48	685.6	649.8
1.16	11.06	16.46	685.6	650.0
1.17	11.07	16.47	685.5	650.0
1.18	11.07	16.45	685.5	649.7
1.19	11.06	16.43	685.5	649.6
1.2	11.07	16.42	685.6	649.8
1.21	11.05	16.39	685.5	649.8
1.22	11.05	16.36	685.5	649.7
1.23	11.05	16.36	685.6	649.7
1.24	11.05	16.34	685.5	650.0
1.25	11.05	16.32	685.6	649.8
1.26	11.05	16.31	685.7	649.7
1.27	11.05	16.29	685.6	649.9
1.28	11.06	16.29	685.6	649.8
1.29	11.06	16.27	685.6	649.6
1.3	11.06	16.25	685.6	649.6
1.31	11.05	16.24	685.6	650.0
1.32	11.05	16.22	685.6	649.7
1.33	11.04	16.21	685.7	649.9
1.34	11.06	16.2	685.6	649.8
1.35	11.06	16.19	685.5	650.0
1.36	11.07	16.19	685.6	649.7
1.37	11.07	16.17	685.6	649.9
1.38	11.06	16.15	685.5	649.8
1.39	11.04	16.12	685.5	649.9
1.4	11.05	16.1	685.6	649.8
1.41	11.07	16.11	685.7	649.9
1.42	11.07	16.11	685.6	649.9
1.43	11.06	16.08	685.7	649.8
1.44	11.05	16.07	685.7	649.8
1.45	11.06	16.04	685.6	649.9
1.46	11.06	16.04	685.5	649.7
1.47	11.06	16.02	685.5	649.9
1.48	11.06	16.02	685.5	649.8
1.49	11.06	15.99	685.6	649.8
1.5	11.05	15.96	685.5	649.8
1.51	11.07	15.97	685.6	649.9
1.52	11.06	15.95	685.6	649.7
1.53	11.06	15.93	685.5	649.9
1.54	11.06	15.92	685.6	649.8
1.55	11.05	15.91	685.6	650.0
1.56	11.06	15.88	685.6	649.7
1.57	11.06	15.88	685.6	649.6
1.58	11.06	15.87	685.5	650.0
1.59	11.06	15.85	685.6	650.0
1.6	11.07	15.84	685.7	649.8
1.61	11.05	15.82	685.5	649.7
1.62	11.08	15.83	685.6	650.0
1.63	11.06	15.8	685.6	649.8
1.64	11.07	15.79	685.5	649.8
1.65	11.07	15.78	685.5	649.8
1.66	11.06	15.76	685.5	649.8
1.67	11.05	15.75	685.5	649.8
1.68	11.06	15.73	685.6	650.0
1.69	11.06	15.71	685.6	649.8
1.7	11.05	15.69	685.6	649.8
1.71	11.06	15.68	685.5	649.9
1.72	11.07	15.68	685.5	649.8
1.73	11.06	15.66	685.5	650.2
1.74	11.07	15.64	685.7	649.7
1.75	11.05	15.62	685.6	649.7
1.76	11.06	15.61	685.6	650.1
1.77	11.07	15.6	685.6	649.6
1.78	11.06	15.58	685.6	650.1
1.79	11.05	15.57	685.5	649.9
1.8	11.06	15.56	685.6	650.0
1.81	11.05	15.54	685.6	650.0
1.82	11.07	15.54	685.6	649.7
1.83	11.06	15.51	685.6	649.7
1.84	11.06	15.49	685.5	649.9
1.85	11.06	15.49	685.5	649.7
1.86	11.06	15.46	685.5	649.9
1.87	11.05	15.46	685.7	649.8
1.88	11.06	15.45	685.6	649.8
1.89	11.05	15.43	685.5	649.8
1.9	11.07	15.43	685.6	650.1
1.91	11.05	15.4	685.6	649.7
1.92	11.06	15.39	685.5	649.6
1.93	11.05	15.38	685.5	649.7
1.94	11.06	15.36	685.7	649.6
1.95	11.06	15.35	685.6	649.6
1.96	11.06	15.33	685.6	650.0
1.97	11.05	15.31	685.6	649.6
1.98	11.06	15.3	685.6	650.1
1.99	11.06	15.29	685.6	649.8
2.0	11.05	15.27	685.6	649.9
2.01	11.06	15.27	685.6	649.8
2.02	11.06	15.25	685.6	649.7
2.03	11.06	15.23	685.6	649.8
2.04	11.05	15.21	685.5	649.7
2.05	11.06	15.21	685.5	650.1
2.06	11.06	15.19	685.6	650.0
2.07	11.05	15.17	685.5	649.8
2.08	11.08	15.18	685.6	649.9
2.09	11.06	15.15	685.5	649.8
2.1	11.05	15.13	685.6	649.8
2.11	11.06	15.12	685.6	649.8
2.12	11.05	15.11	685.6	650.1
2.13	11.07	15.1	685.4	650.0
2.14	11.05	15.08	685.6	650.1
2.15	11.06	15.07	685.5	649.8
2.16	11.06	15.06	685.6	650.0
2.17	11.06	15.03	685.6	649.8
2.18	11.05	15.02	685.5	649.9
2.19	11.06	15.01	685.6	649.7
2.2	11.05	15.0	685.6	649.9
2.21	11.06	14.99	685.6	649.9
2.22	11.05	14.96	685.6	649.8
2.23	11.07	14.96	685.6	649.9
2.24	11.06	14.95	685.5	649.9
2.25	11.06	14.93	685.6	649.9
2.26	11.06	14.92	690.5	649.6
2.27	11.06	14.9	686.7	649.8
2.28	11.06	14.89	685.6	649.9
2.29	11.06	14.87	685.6	649.8
2.3	11.05	14.86	685.6	650.0
2.31	11.07	14.85	685.6	649.7
2.32	11.06	14.83	685.5	649.7
2.33	11.06	14.82	685.6	649.9
2.34	11.06	14.81	685.7	649.8
2.35	11.06	14.79	685.6	649.8
2.36	11.06	14.77	685.6	649.7
2.37	11.05	14.75	685.6	649.9
2.38	11.06	14.75	685.6	649.8
2.39	11.07	14.74	685.5	650.0
2.4	11.06	14.73	685.6	649.9
2.41	11.05	14.7	685.5	649.8
2.42	11.06	14.69	685.7	649.9
2.43	11.05	14.67	685.5	649.8
2.44	11.06	14.68	685.8	649.9
2.45	11.07	14.67	685.7	650.0
2.46	11.06	14.63	685.7	649.9
2.47	11.06	14.63	685.6	649.7
2.48	11.06	14.61	685.6	649.9
2.49	11.05	14.59	685.6	649.9
2.5	11.06	14.58	685.6	649.8
2.51	11.06	14.57	685.7	650.2
2.52	11.06	14.55	685.6	650.7
2.53	11.06	14.54	685.5	651.1
2.54	11.07	14.52	685.6	653.6
2.55	11.06	14.52	685.5	654.9
2.56	11.06	14.49	685.6	656.1
2.57	11.07	14.49	685.7	658.1
2.58	11.07	14.48	685.6	659.3
2.59	11.06	14.46	685.5	661.0
2.6	11.08	14.45	685.6	662.3
2.61	11.06	14.44	685.5	664.0
2.62	11.07	14.42	685.6	665.5
2.63	11.05	14.4	685.6	666.8
2.64	11.05	14.38	685.5	669.1
2.65	11.06	14.38	685.7	670.8
2.66	11.06	14.38	685.5	671.4
2.67	11.07	14.35	685.6	672.7
2.68	11.06	14.34	685.6	673.6
2.69	11.05	14.32	685.6	675.3
2.7	11.06	14.31	685.6	677.1
2.71	11.06	14.29	685.7	678.3
2.72	11.05	14.27	685.6	679.0
2.73	11.06	14.26	685.6	681.0
2.74	11.05	14.24	685.7	682.4
2.75	11.07	14.24	686.6	683.6
2.76	11.05	14.23	686.4	684.8
2.77	11.07	14.22	688.8	686.5
2.78	11.08	14.22	692.2	687.1
2.79	11.06	14.18	692.9	688.3
2.8	11.06	14.16	693.0	689.7
2.81	11.07	14.17	696.8	690.2
2.82	11.05	14.15	698.5	690.8
2.83	11.06	14.13	700.0	692.5
2.84	11.06	14.12	699.6	693.0
2.85	11.07	14.11	700.5	694.1
2.86	11.07	14.09	704.7	694.6
2.87	11.06	14.07	705.8	696.5
2.88	11.07	14.06	705.2	697.4
2.89	11.06	14.04	705.5	698.4
2.9	11.05	14.02	710.6	698.9
2.91	11.06	14.01	711.8	700.5
2.92	11.06	13.99	711.6	700.8
2.93	11.07	13.99	713.0	701.9
2.94	11.07	13.99	716.0	703.3
2.95	11.07	13.98	717.0	704.3
2.96	11.07	13.97	717.5	704.9
2.97	11.06	13.95	718.3	706.5
2.98	11.05	13.92	722.0	707.0
2.99	11.06	13.91	723.2	708.4
3.0	11.06	13.9	724.4	709.8
3.01	11.07	13.89	724.8	711.2
3.02	11.05	13.88	727.5	711.7
3.03	11.05	13.86	728.8	713.2
3.04	11.04	13.84	729.8	714.1
3.05	11.05	13.82	730.8	715.6
3.06	11.06	13.82	732.8	716.6
3.07	11.07	13.81	734.4	718.4
3.08	11.06	13.78	735.9	719.2
3.09	11.06	13.78	735.2	720.9
3.1	11.06	13.77	735.9	721.7
3.11	11.06	13.75	739.6	723.2
3.12	11.06	13.74	740.8	724.4
3.13	11.07	13.73	740.4	726.0
3.14	11.08	13.72	743.4	726.9
3.15	11.07	13.71	745.1	728.4
3.16	11.08	13.7	746.4	729.2
3.17	11.06	13.68	747.3	730.5
3.18	11.06	13.67	748.1	731.3
3.19	11.06	13.65	750.3	732.9
3.2	11.07	13.63	751.2	733.8
3.21	11.07	13.62	752.1	735.4
3.22	11.06	13.61	753.3	736.4
3.23	11.06	13.6	755.8	738.0
3.24	11.07	13.59	756.2	738.8
3.25	11.07	13.58	755.5	740.5
3.26	11.08	13.56	758.3	741.2
3.27	11.07	13.55	760.0	742.8
3.28	11.07	13.53	760.9	743.4
3.29	11.06	13.52	761.2	744.5
3.3	11.06	13.5	763.2	745.9
3.31	11.05	13.47	765.4	746.8
3.32	11.06	13.45	766.4	747.7
3.33	11.04	13.44	766.3	748.8
3.34	11.05	13.43	767.9	749.8
3.35	11.06	13.43	770.6	750.5
3.36	11.06	13.41	771.6	751.2
3.37	11.05	13.4	771.2	752.3
3.38	11.06	13.39	772.8	753.0
3.39	11.06	13.37	775.2	754.1
3.4	11.05	13.35	775.8	754.8
3.41	11.07	13.36	775.8	756.2
3.42	11.06	13.35	776.8	756.9
3.43	11.07	13.33	779.8	757.6
3.44	11.04	13.3	780.9	758.6
3.45	11.06	13.29	781.2	759.4
3.46	11.07	13.3	782.5	760.2
3.47	11.08	13.29	784.4	761.6
3.48	11.08	13.27	785.6	762.3
3.49	11.06	13.25	786.6	763.6
3.5	11.07	13.25	786.4	764.7
3.51	11.06	13.22	789.5	765.9
3.52	11.05	13.2	790.1	766.6
3.53	11.06	13.18	790.1	768.3
3.54	11.05	13.18	790.4	769.1
3.55	11.07	13.17	793.6	770.4
3.56	11.06	13.16	794.1	771.1
3.57	11.06	13.14	795.2	772.3
3.58	11.06	13.13	796.2	773.0
3.59	11.05	13.11	797.6	774.3
3.6	11.05	13.1	798.6	775.2
3.61	11.09	13.11	799.0	776.6
3.62	11.06	13.07	798.5	777.2
3.63	11.07	13.07	802.0	778.5
3.64	11.06	13.05	803.5	779.4
3.65	11.07	13.04	804.2	780.5
3.66	11.07	13.03	804.6	781.2
3.67	11.06	13.01	805.9	782.6
3.68	11.07	13.01	807.3	783.3
3.69	11.05	12.98	808.5	784.4
3.7	11.06	12.98	809.4	784.9
3.71	11.07	12.97	810.6	785.8
3.72	11.07	12.96	811.6	786.5
3.73	11.06	12.93	812.4	787.6
3.74	11.05	12.92	812.4	788.0
3.75	11.05	12.91	814.1	789.1
3.76	11.05	12.9	815.8	789.5
3.77	11.06	12.89	816.5	790.6
3.78	11.06	12.88	815.2	791.4
3.79	11.06	12.87	818.5	792.5
3.8	11.05	12.84	819.9	793.2
3.81	11.05	12.82	820.5	794.8
3.82	11.05	12.82	820.5	795.0
3.83	11.06	12.82	822.9	796.3
3.84	11.07	12.81	823.4	797.1
3.85	11.06	12.78	824.3	798.5
3.86	11.05	12.76	824.1	798.9
3.87	11.05	12.75	825.2	800.0
3.88	11.06	12.74	827.4	800.8
3.89	11.06	12.74	827.9	802.2
3.9	11.07	12.73	827.2	802.7
3.91	11.05	12.7	829.9	803.8
3.92	11.06	12.7	831.2	804.4
3.93	11.06	12.69	831.6	805.6
3.94	11.06	12.67	832.0	806.2
3.95	11.06	12.67	833.4	807.0
3.96	11.06	12.64	835.0	808.0
3.97	11.05	12.63	836.4	808.6
3.98	11.05	12.62	836.0	809.0
3.99	11.05	12.6	837.6	810.0
4.0	11.07	12.61	839.1	810.5
4.01	11.06	12.58	839.3	811.3
4.02	11.05	12.57	839.2	811.7
4.03	11.05	12.56	841.5	813.0
4.04	11.06	12.54	842.2	813.4
4.05	11.06	12.55	843.4	814.8
4.06	11.06	12.52	844.4	815.4
4.07	11.05	12.5	845.3	816.2
4.08	11.06	12.5	845.9	816.9
4.09	11.04	12.48	847.1	817.8
4.1	11.06	12.48	848.2	818.3
4.11	11.06	12.47	848.8	819.6
4.12	11.05	12.45	849.5	820.1
4.13	11.06	12.44	850.5	821.1
4.14	11.05	12.42	851.0	821.6
4.15	11.07	12.43	852.8	822.7
4.16	11.06	12.41	853.4	823.3
4.17	11.06	12.39	854.3	824.6
4.18	11.07	12.39	854.5	825.0
4.19	11.06	12.37	856.5	826.0
4.2	11.06	12.36	857.0	826.7
4.21	11.07	12.35	857.1	827.4
4.22	11.06	12.33	857.7	827.8
4.23	11.07	12.33	859.7	828.5
4.24	11.06	12.31	860.1	829.0
4.25	11.06	12.29	861.6	829.8
4.26	11.06	12.29	860.3	830.4
4.27	11.06	12.28	862.9	831.5
4.28	11.06	12.27	863.4	832.1
4.29	11.06	12.25	864.0	833.3
4.3	11.06	12.24	865.3	833.5
4.31	11.05	12.22	866.7	834.8
4.32	11.06	12.22	867.0	835.2
4.33	11.06	12.2	867.8	836.5
4.34	11.05	12.19	868.3	836.9
4.35	11.06	12.19	869.5	837.8
4.36	11.06	12.18	870.6	838.2
4.37	11.05	12.15	870.9	839.4
4.38	11.06	12.15	870.7	839.9
4.39	11.06	12.13	873.1	840.9
4.4	11.06	12.12	873.9	841.6
4.41	11.06	12.11	873.7	842.6
4.42	11.05	12.09	874.3	842.9
4.43	11.05	12.07	875.8	843.7
4.44	11.06	12.08	876.4	843.9
4.45	11.06	12.06	876.6	845.0
4.46	11.06	12.05	877.8	845.1
4.47	11.06	12.04	878.8	845.9
4.48	11.07	12.03	879.2	846.6
4.49	11.06	12.02	879.7	847.9
4.5	11.06	12.0	880.8	848.2
4.51	11.06	12.0	882.0	849.1
4.52	11.06	11.99	882.4	849.6
4.53	11.06	11.98	882.8	851.2
4.54	11.06	11.96	883.9	851.6
4.55	11.06	11.96	885.0	852.4
4.56	11.05	11.93	885.2	852.8
4.57	11.05	11.92	885.6	853.9
4.58	11.06	11.91	887.4	854.0
4.59	11.06	11.91	888.1	855.3
4.6	11.06	11.89	888.4	855.5
4.61	11.05	11.88	889.1	856.6
4.62	11.07	11.88	889.1	856.8
4.63	11.06	11.86	890.8	857.6
4.64	11.06	11.85	891.7	858.0
4.65	11.06	11.83	892.1	858.7
4.66	11.06	11.83	892.6	858.6
4.67	11.06	11.82	893.8	859.7
4.68	11.07	11.81	894.3	860.1
4.69	11.06	11.79	895.0	861.4
4.7	11.06	11.78	895.0	861.7
4.71	11.05	11.76	896.7	862.5
4.72	11.07	11.76	897.3	863.0
4.73	11.05	11.74	897.4	864.6
4.74	11.07	11.74	898.3	864.4
4.75	11.07	11.74	899.3	865.7
4.76	11.06	11.71	899.9	866.0
4.77	11.06	11.7	900.2	867.1
4.78	11.07	11.7	901.4	867.6
4.79	11.05	11.68	902.2	868.7
4.8	11.06	11.67	902.7	869.0
4.81	11.05	11.66	902.6	869.6
4.82	11.05	11.65	903.6	870.0
4.83	11.06	11.64	905.1	870.6
4.84	11.05	11.63	905.4	870.9
4.85	11.06	11.62	906.1	871.5
4.86	11.06	11.61	906.9	871.9
4.87	11.06	11.6	907.5	872.8
4.88	11.06	11.59	908.1	873.3
4.89	11.05	11.57	908.6	874.1
4.9	11.06	11.57	909.4	874.5
4.91	11.05	11.56	910.1	875.4
4.92	11.06	11.55	910.9	876.0
4.93	11.07	11.54	911.0	876.8
4.94	11.05	11.52	912.2	877.0
4.95	11.07	11.52	912.8	878.4
4.96	11.07	11.51	913.3	878.6
4.97	11.06	11.49	913.9	879.6
4.98	11.06	11.48	914.5	879.7
4.99	11.07	11.47	915.4	880.8
5.0	11.05	11.46	915.9	881.3
5.01	11.07	11.46	916.2	881.3
5.02	11.07	11.45	916.9	881.4
5.03	11.06	11.43	917.8	882.4
5.04	11.06	11.42	918.5	882.8
5.05	11.07	11.42	918.3	883.8
5.06	11.05	11.4	919.5	884.0
5.07	11.06	11.39	920.2	884.8
5.08	11.06	11.39	920.9	885.4
5.09	11.06	11.37	921.2	886.6
5.1	11.04	11.35	922.2	886.6
5.11	11.06	11.35	922.7	887.8
5.12	11.05	11.34	922.8	887.8
5.13	11.06	11.33	923.9	889.0
5.14	11.05	11.32	924.0	889.3
5.15	11.06	11.3	925.1	890.0
5.16	11.06	11.29	925.8	890.6
5.17	11.06	11.29	926.1	890.9
5.18	11.05	11.27	927.3	891.2
5.19	11.04	11.27	927.6	891.8
5.2	11.06	11.26	928.2	892.1
5.21	11.05	11.25	928.5	892.9
5.22	11.08	11.25	928.9	893.2
5.23	11.07	11.23	930.0	894.1
5.24	11.06	11.22	930.6	894.5
5.25	11.07	11.22	930.6	895.6
5.26	11.07	11.2	931.7	895.6
5.27	11.06	11.2	932.4	896.5
5.28	11.07	11.18	932.4	896.8
5.29	11.06	11.17	933.4	897.7
5.3	11.06	11.16	934.5	898.0
5.31	11.05	11.14	934.6	898.7
5.32	11.07	11.15	935.3	899.1
5.33	11.04	11.12	935.2	900.2
5.34	11.07	11.12	936.6	900.0
5.35	11.05	11.11	937.0	900.6
5.36	11.04	11.09	937.4	900.3
5.37	11.06	11.09	938.2	901.2
5.38	11.06	11.08	938.4	901.6
5.39	11.05	11.07	939.0	902.5
5.4	11.07	11.07	939.1	903.0
5.41	11.05	11.05	940.0	903.7
5.42	11.06	11.05	941.0	904.0
5.43	11.05	11.03	941.4	905.1
5.44	11.06	11.02	941.2	905.0
5.45	11.07	11.02	942.1	906.1
5.46	11.05	11.0	943.2	906.0
5.47	11.06	10.99	943.3	906.9
5.48	11.07	11.0	943.8	907.1
5.49	11.06	10.97	943.9	908.1
5.5	11.06	10.96	944.7	907.9
5.51	11.06	10.95	945.5	908.6
5.52	11.07	10.95	945.4	908.4
5.53	11.06	10.94	945.7	909.2
5.54	11.04	10.92	946.8	909.1
5.55	11.07	10.93	948.0	910.2
5.56	11.05	10.9	947.2	910.1
5.57	11.06	10.9	948.7	910.9
5.58	11.07	10.9	949.4	911.0
5.59	11.06	10.88	949.6	911.6
5.6	11.07	10.89	949.6	911.8
5.61	11.06	10.87	950.3	912.7
5.62	11.05	10.84	951.2	912.6
5.63	11.06	10.85	951.4	913.7
5.64	11.07	10.84	952.3	913.8
5.65	11.06	10.83	952.2	914.6
5.66	11.06	10.82	953.0	914.9
5.67	11.04	10.8	953.1	915.6
5.68	11.06	10.8	954.2	915.6
5.69	11.05	10.79	955.2	915.9
5.7	11.06	10.78	955.4	915.8
5.71	11.08	10.79	955.6	916.8
5.72	11.05	10.76	955.5	917.0
5.73	11.05	10.74	956.4	917.9
5.74	11.05	10.74	957.0	918.2
5.75	11.06	10.73	957.3	918.8
5.76	11.08	10.74	957.1	919.3
5.77	11.07	10.72	958.6	920.0
5.78	11.05	10.7	959.0	919.8
5.79	11.06	10.69	959.3	920.9
5.8	11.07	10.7	959.3	920.8
5.81	11.07	10.69	960.2	921.7
5.82	11.05	10.67	960.4	921.8
5.83	11.06	10.66	961.4	922.8
5.84	11.05	10.65	961.4	922.9
5.85	11.06	10.65	962.3	923.2
5.86	11.06	10.64	962.8	923.2
5.87	11.06	10.63	963.4	923.6
5.88	11.06	10.62	963.2	924.1
5.89	11.06	10.61	963.6	924.9
5.9	11.05	10.6	964.3	925.0
5.91	11.05	10.59	964.7	926.2
5.92	11.06	10.59	964.8	926.0
5.93	11.05	10.57	965.4	927.0
5.94	11.08	10.58	966.2	926.9
5.95	11.06	10.56	966.9	927.7
5.96	11.06	10.56	966.6	927.9
5.97	11.06	10.54	967.9	928.5
5.98	11.07	10.54	968.3	928.8
5.99	11.05	10.52	968.5	929.7
6.0	11.06	10.52	968.4	929.8
6.01	11.05	10.5	968.8	930.2
6.02	11.06	10.49	969.4	930.2
6.03	11.06	10.49	970.2	930.7
6.04	11.06	10.48	969.8	931.0
6.05	11.05	10.47	971.1	931.8
6.06	11.05	10.46	971.4	931.8
6.07	11.06	10.46	971.7	932.6
6.08	11.06	10.44	971.2	932.5
6.09	11.06	10.44	972.1	933.5
6.1	11.05	10.43	972.6	933.2
6.11	11.05	10.42	973.2	934.5
6.12	11.06	10.41	973.0	934.5
6.13	11.04	10.4	973.2	935.1
6.14	11.05	10.39	974.1	935.2
6.15	11.05	10.39	974.6	935.7
6.16	11.05	10.38	974.6	936.0
6.17	11.04	10.37	975.5	936.7
6.18	11.06	10.36	975.8	936.6
6.19	11.04	10.35	976.4	937.0
6.2	11.06	10.35	976.7	936.8
6.21	11.06	10.34	977.2	937.9
6.22	11.06	10.33	977.7	937.7
6.23	11.06	10.33	977.5	938.4
6.24	11.06	10.31	977.5	938.5
6.25	11.07	10.32	978.8	939.4
6.26	11.06	10.3	979.0	939.6
6.27	11.09	10.31	979.3	940.2
6.28	11.06	10.29	980.0	940.3
6.29	11.08	10.29	980.8	941.0
6.3	11.05	10.27	981.0	941.0
6.31	11.07	10.27	981.2	942.1
6.32	11.06	10.25	981.2	941.8
6.33	11.08	10.26	982.2	942.7
6.34	11.06	10.24	982.1	942.8
6.35	11.07	10.23	982.8	943.1
6.36	11.06	10.23	982.4	943.1
6.37	11.04	10.2	984.0	943.9
6.38	11.07	10.21	983.4	944.0
6.39	11.05	10.19	983.5	944.5
6.4	11.05	10.18	984.0	944.8
6.41	11.08	10.2	984.7	945.4
6.42	11.05	10.17	985.0	945.4
6.43	11.08	10.17	985.2	946.1
6.44	11.04	10.15	985.6	946.2
6.45	11.06	10.14	986.0	946.9
6.46	11.06	10.14	986.4	946.8
6.47	11.06	10.13	987.2	947.6
6.48	11.05	10.12	987.7	947.2
6.49	11.07	10.13	987.8	948.0
6.5	11.05	10.1	988.6	948.1
6.51	11.06	10.1	988.1	948.6
6.52	11.06	10.1	988.8	948.6
6.53	11.07	10.09	989.3	948.9
6.54	11.06	10.07	989.5	948.8
6.55	11.06	10.07	989.8	949.4
6.56	11.07	10.07	990.5	949.4
6.57	11.07	10.06	990.7	950.1
6.58	11.06	10.04	990.9	950.3
6.59	11.06	10.05	991.2	951.1
6.6	11.07	10.05	991.6	950.8
6.61	11.06	10.03	991.8	951.6
6.62	11.06	10.02	992.1	951.4
6.63	11.05	10.01	992.6	952.0
6.64	11.06	10.0	993.0	952.0
6.65	11.06	10.0	993.6	952.8
6.66	11.07	9.99	992.9	952.8
6.67	11.04	9.97	993.8	953.6
6.68	11.05	9.96	994.2	953.4
6.69	11.05	9.96	994.8	954.0
6.7	11.07	9.97	994.5	954.2
6.71	11.07	9.97	995.7	954.2
6.72	11.05	9.94	995.6	954.2
6.73	11.04	9.93	996.1	954.8
6.74	11.05	9.92	996.2	955.0
6.75	11.05	9.92	996.7	955.8
6.76	11.06	9.91	996.8	955.4
6.77	11.07	9.92	997.3	956.4
6.78	11.06	9.91	996.8	956.3
6.79	11.08	9.91	997.9	957.0
6.8	11.07	9.89	998.0	956.6
6.81	11.06	9.88	998.4	957.7
6.82	11.05	9.87	998.5	957.4
6.83	11.05	9.86	999.4	958.3
6.84	11.06	9.85	999.4	958.3
6.85	11.05	9.85	999.7	959.1
6.86	11.06	9.85	999.4	958.9
6.87	11.07	9.85	1000.2	959.7
6.88	11.07	9.84	1000.4	959.5
6.89	11.05	9.82	1000.8	960.0
6.9	11.05	9.81	1000.7	959.8
6.91	11.04	9.79	1001.6	960.5
6.92	11.06	9.8	1001.6	960.5
6.93	11.06	9.79	1001.7	961.4
6.94	11.06	9.79	1002.4	961.3
