t[s]	U[V]	I[A]	Piro[C]	TC[C]
0.95	11.06	16.98	645.4	693.7
0.96	11.06	16.96	645.4	693.8
0.97	11.07	16.95	645.5	693.9
0.98	11.08	16.96	645.6	693.8
0.99	11.06	16.92	645.7	693.8
1.0	11.07	16.9	645.7	693.8
1.01	11.07	16.9	645.5	693.9
1.02	11.07	16.87	645.4	693.8
1.03	11.05	16.84	645.6	693.8
1.04	11.06	16.83	645.4	693.9
1.05	11.07	16.83	645.5	693.8
1.06	11.06	16.8	645.4	693.8
1.07	11.07	16.78	645.7	693.9
1.08	11.06	16.76	645.4	693.7
1.09	11.06	16.75	645.4	693.8
1.1	11.08	16.76	645.6	693.9
1.11	11.07	16.73	645.7	693.8
1.12	11.06	16.69	645.7	693.8
1.13	11.06	16.68	645.6	693.8
1.14	11.06	16.65	645.6	693.7
1.15	11.06	16.66	645.5	693.8
1.16	11.07	16.64	645.5	693.8
1.17	11.08	16.64	645.5	694.0
1.18	11.08	16.62	645.5	693.7
1.19	11.07	16.6	645.1	693.9
1.2	11.08	16.59	645.8	693.8
1.21	11.06	16.56	645.5	693.9
1.22	11.06	16.52	645.5	693.8
1.23	11.06	16.52	645.4	693.9
1.24	11.06	16.5	645.6	693.8
1.25	11.05	16.48	645.6	693.8
1.26	11.06	16.47	645.5	693.8
1.27	11.05	16.45	645.5	693.8
1.28	11.06	16.44	645.6	693.9
1.29	11.06	16.42	645.6	693.9
1.3	11.05	16.41	645.7	693.8
1.31	11.06	16.39	645.4	693.8
1.32	11.04	16.36	645.4	693.8
1.33	11.06	16.35	645.6	693.9
1.34	11.05	16.34	645.8	693.7
1.35	11.07	16.33	645.6	693.7
1.36	11.08	16.33	645.6	693.8
1.37	11.07	16.31	645.6	693.8
1.38	11.07	16.29	645.8	693.8
1.39	11.07	16.26	645.6	693.8
1.4	11.05	16.23	645.6	693.9
1.41	11.08	16.24	645.6	693.8
1.42	11.07	16.24	645.4	693.8
1.43	11.07	16.21	645.4	693.8
1.44	11.06	16.19	645.5	693.8
1.45	11.06	16.17	645.7	693.8
1.46	11.08	16.17	645.6	693.8
1.47	11.07	16.14	645.5	693.8
1.48	11.08	16.14	645.5	693.8
1.49	11.07	16.11	645.6	693.9
1.5	11.05	16.08	645.5	693.8
1.51	11.07	16.08	645.5	693.9
1.52	11.06	16.06	645.5	693.9
1.53	11.07	16.04	645.8	693.8
1.54	11.07	16.03	645.5	693.8
1.55	11.06	16.01	645.6	693.8
1.56	11.05	15.99	645.5	693.8
1.57	11.06	15.98	645.6	693.9
1.58	11.07	15.97	645.8	693.9
1.59	11.07	15.95	645.6	693.8
1.6	11.06	15.94	645.4	694.0
1.61	11.07	15.92	645.7	693.8
1.62	11.08	15.92	645.8	693.9
1.63	11.07	15.89	645.5	693.8
1.64	11.08	15.88	645.4	693.9
1.65	11.07	15.87	645.7	693.8
1.66	11.07	15.85	645.5	693.8
1.67	11.07	15.83	645.6	693.8
1.68	11.08	15.81	645.4	693.9
1.69	11.06	15.79	645.6	693.8
1.7	11.07	15.77	645.5	693.9
1.71	11.06	15.76	645.6	693.8
1.72	11.08	15.76	645.6	693.9
1.73	11.06	15.73	645.4	693.7
1.74	11.06	15.71	645.6	693.7
1.75	11.06	15.69	645.6	693.7
1.76	11.06	15.68	645.4	693.9
1.77	11.06	15.67	645.6	694.0
1.78	11.06	15.64	645.4	693.9
1.79	11.05	15.63	645.8	693.9
1.8	11.06	15.62	645.3	693.8
1.81	11.05	15.6	645.6	693.9
1.82	11.08	15.6	645.5	693.9
1.83	11.06	15.57	645.4	693.8
1.84	11.06	15.55	645.3	693.8
1.85	11.06	15.54	645.6	693.8
1.86	11.05	15.52	645.5	693.8
1.87	11.06	15.51	645.5	693.9
1.88	11.07	15.49	645.4	693.7
1.89	11.07	15.47	645.5	693.9
1.9	11.08	15.47	645.5	693.8
1.91	11.06	15.44	645.5	693.9
1.92	11.07	15.43	645.5	693.9
1.93	11.06	15.41	645.6	693.8
1.94	11.06	15.39	645.4	693.8
1.95	11.07	15.38	645.6	693.8
1.96	11.07	15.36	645.5	693.8
1.97	11.06	15.34	645.6	693.9
1.98	11.06	15.33	645.6	693.9
1.99	11.07	15.32	645.4	693.8
2.0	11.06	15.3	645.3	693.8
2.01	11.08	15.29	645.6	693.8
2.02	11.06	15.27	645.4	693.9
2.03	11.06	15.26	645.6	694.0
2.04	11.05	15.23	645.6	693.9
2.05	11.06	15.23	645.7	693.8
2.06	11.06	15.21	645.7	693.8
2.07	11.06	15.18	645.5	693.8
2.08	11.07	15.19	645.6	693.8
2.09	11.06	15.16	645.5	693.9
2.1	11.05	15.15	645.6	693.8
2.11	11.06	15.13	645.5	693.9
2.12	11.06	15.11	645.5	693.8
2.13	11.06	15.1	645.5	693.8
2.14	11.05	15.08	645.6	693.9
2.15	11.07	15.07	645.6	693.8
2.16	11.07	15.06	645.6	693.8
2.17	11.06	15.03	645.5	693.8
2.18	11.06	15.02	645.6	693.8
2.19	11.07	15.01	645.6	693.9
2.2	11.07	14.99	645.4	693.9
2.21	11.07	14.98	645.5	693.7
2.22	11.06	14.96	645.6	693.9
2.23	11.07	14.95	645.3	693.9
2.24	11.07	14.94	645.7	693.8
2.25	11.07	14.92	645.7	693.8
2.26	11.07	14.9	645.5	693.9
2.27	11.06	14.88	645.5	693.8
2.28	11.08	14.87	645.4	693.8
2.29	11.06	14.85	645.6	693.9
2.3	11.06	14.83	645.5	693.8
2.31	11.06	14.82	645.5	693.9
2.32	11.06	14.81	645.6	693.7
2.33	11.07	14.8	645.7	693.8
2.34	11.07	14.78	645.4	694.0
2.35	11.06	14.76	645.6	693.8
2.36	11.06	14.74	645.4	693.8
2.37	11.06	14.72	645.5	693.9
2.38	11.07	14.72	645.3	693.7
2.39	11.06	14.7	645.5	693.8
2.4	11.08	14.69	645.7	693.9
2.41	11.05	14.66	645.5	693.9
2.42	11.06	14.65	645.5	693.9
2.43	11.05	14.63	645.4	693.9
2.44	11.08	14.63	645.5	693.8
2.45	11.08	14.62	645.6	693.9
2.46	11.06	14.59	645.5	693.8
2.47	11.07	14.58	645.6	693.8
2.48	11.06	14.56	645.5	693.9
2.49	11.06	14.54	645.8	693.8
2.5	11.07	14.53	645.4	693.8
2.51	11.07	14.52	645.6	693.9
2.52	11.07	14.5	645.7	693.8
2.53	11.07	14.49	645.6	693.8
2.54	11.06	14.46	645.6	693.8
2.55	11.07	14.46	645.4	693.9
2.56	11.06	14.43	645.5	693.9
2.57	11.06	14.43	645.7	693.9
2.58	11.07	14.41	645.4	693.8
2.59	11.06	14.39	645.4	693.9
2.6	11.08	14.39	645.5	693.8
2.61	11.06	14.37	645.5	693.8
2.62	11.07	14.35	645.5	693.8
2.63	11.06	14.33	645.5	693.9
2.64	11.06	14.31	645.4	693.8
2.65	11.08	14.31	645.4	693.8
2.66	11.06	14.3	645.6	693.8
2.67	11.07	14.28	645.5	693.7
2.68	11.07	14.26	645.5	693.9
2.69	11.07	14.24	645.6	693.8
2.7	11.07	14.23	645.9	693.7
2.71	11.07	14.21	645.6	693.8
2.72	11.05	14.19	645.4	693.9
2.73	11.06	14.17	645.4	694.0
2.74	11.07	14.15	645.5	693.9
2.75	11.08	14.16	645.5	693.8
2.76	11.07	14.14	645.9	693.8
2.77	11.07	14.13	646.8	693.8
2.78	11.08	14.13	648.2	693.7
2.79	11.08	14.08	650.0	693.9
2.8	11.06	14.06	651.7	693.8
2.81	11.08	14.07	653.0	693.8
2.82	11.06	14.05	655.1	693.8
2.83	11.06	14.03	656.3	693.8
2.84	11.06	14.01	657.1	693.8
2.85	11.08	14.0	659.3	693.9
2.86	11.07	13.99	660.6	694.1
2.87	11.06	13.96	662.7	693.9
2.88	11.07	13.95	663.9	693.9
2.89	11.07	13.93	666.0	693.8
2.9	11.06	13.91	667.6	693.9
2.91	11.07	13.9	668.8	693.8
2.92	11.06	13.88	670.6	693.8
2.93	11.07	13.88	672.1	693.8
2.94	11.08	13.88	673.5	693.9
2.95	11.06	13.86	675.2	693.9
2.96	11.06	13.85	676.4	693.8
2.97	11.07	13.83	678.1	693.8
2.98	11.07	13.81	679.5	693.8
2.99	11.08	13.8	680.9	693.9
3.0	11.08	13.78	681.9	693.8
3.01	11.06	13.76	683.4	693.8
3.02	11.07	13.75	684.2	693.8
3.03	11.06	13.73	685.7	693.8
3.04	11.06	13.72	687.5	693.8
3.05	11.06	13.7	688.9	693.7
3.06	11.06	13.69	689.9	694.1
3.07	11.08	13.68	691.2	696.5
3.08	11.06	13.65	692.6	697.2
3.09	11.06	13.65	694.0	698.0
3.1	11.08	13.64	695.5	697.4
3.11	11.07	13.61	696.4	701.0
3.12	11.07	13.61	697.6	702.4
3.13	11.07	13.6	698.9	703.7
3.14	11.08	13.59	699.7	703.5
3.15	11.08	13.57	701.3	704.2
3.16	11.07	13.56	702.6	708.2
3.17	11.06	13.54	703.6	708.7
3.18	11.08	13.53	704.6	709.4
3.19	11.07	13.51	705.9	708.4
3.2	11.08	13.5	706.8	712.5
3.21	11.07	13.48	707.8	713.3
3.22	11.07	13.46	708.3	714.4
3.23	11.08	13.46	709.5	714.2
3.24	11.08	13.45	710.2	716.5
3.25	11.09	13.43	711.2	718.8
3.26	11.08	13.42	712.1	719.3
3.27	11.08	13.4	712.7	719.8
3.28	11.09	13.39	713.4	719.3
3.29	11.08	13.37	714.4	723.4
3.3	11.06	13.35	715.6	724.0
3.31	11.07	13.32	716.6	724.6
3.32	11.05	13.3	717.5	724.1
3.33	11.05	13.29	718.6	727.4
3.34	11.06	13.28	719.3	728.8
3.35	11.06	13.27	720.3	729.3
3.36	11.07	13.26	721.3	730.4
3.37	11.06	13.24	722.6	729.4
3.38	11.07	13.23	723.4	733.4
3.39	11.06	13.21	724.3	734.0
3.4	11.05	13.19	725.2	734.5
3.41	11.07	13.19	726.3	733.4
3.42	11.07	13.18	726.7	737.1
3.43	11.07	13.16	728.0	738.0
3.44	11.04	13.13	728.8	739.1
3.45	11.07	13.13	729.6	740.0
3.46	11.07	13.13	731.0	739.7
3.47	11.09	13.12	732.4	743.1
3.48	11.08	13.1	733.2	743.2
3.49	11.07	13.08	734.5	743.8
3.5	11.07	13.07	735.8	743.3
3.51	11.08	13.05	737.1	747.0
3.52	11.06	13.03	738.0	747.9
3.53	11.07	13.02	739.3	748.6
3.54	11.05	13.0	740.2	748.2
3.55	11.07	12.99	741.1	751.1
3.56	11.07	12.99	742.3	752.0
3.57	11.07	12.97	743.4	753.1
3.58	11.07	12.96	744.6	753.6
3.59	11.07	12.93	745.6	753.1
3.6	11.06	12.92	746.6	755.8
3.61	11.09	12.93	748.4	757.3
3.62	11.06	12.9	748.9	757.9
3.63	11.07	12.89	750.8	757.4
3.64	11.06	12.86	751.1	759.3
3.65	11.06	12.85	752.2	761.4
3.66	11.07	12.85	753.2	762.2
3.67	11.06	12.82	754.6	762.1
3.68	11.08	12.83	755.1	762.9
3.69	11.06	12.79	756.4	765.4
3.7	11.07	12.8	757.6	766.4
3.71	11.07	12.79	758.3	767.3
3.72	11.07	12.77	759.4	766.2
3.73	11.05	12.74	760.9	769.5
3.74	11.06	12.73	761.4	769.9
3.75	11.06	12.72	763.0	771.2
3.76	11.06	12.71	763.5	771.7
3.77	11.06	12.7	765.0	771.8
3.78	11.07	12.69	765.7	773.9
3.79	11.08	12.67	766.9	774.8
3.8	11.07	12.65	767.5	774.9
3.81	11.06	12.63	768.7	775.2
3.82	11.06	12.62	769.1	778.0
3.83	11.07	12.62	769.9	778.6
3.84	11.08	12.62	770.5	779.6
3.85	11.07	12.59	771.1	779.6
3.86	11.06	12.57	771.8	781.0
3.87	11.05	12.56	772.7	782.7
3.88	11.07	12.55	773.1	783.2
3.89	11.06	12.54	774.3	784.4
3.9	11.07	12.53	774.6	783.7
3.91	11.05	12.5	775.6	786.4
3.92	11.07	12.5	776.1	787.0
3.93	11.06	12.49	777.0	787.9
3.94	11.07	12.47	777.8	788.3
3.95	11.06	12.46	779.0	789.4
3.96	11.06	12.44	779.3	791.0
3.97	11.05	12.43	780.4	791.5
3.98	11.06	12.41	781.1	792.3
3.99	11.06	12.4	781.8	791.6
4.0	11.07	12.4	782.9	795.0
4.01	11.06	12.38	783.7	795.5
4.02	11.06	12.37	784.4	796.3
4.03	11.06	12.35	785.6	795.8
4.04	11.05	12.33	786.0	796.9
4.05	11.07	12.34	787.1	798.8
4.06	11.06	12.32	787.7	799.3
4.07	11.06	12.3	788.8	799.4
4.08	11.06	12.29	789.9	800.0
4.09	11.06	12.27	791.1	802.0
4.1	11.07	12.27	791.3	802.6
4.11	11.07	12.26	792.9	803.4
4.12	11.06	12.24	793.4	803.5
4.13	11.07	12.23	794.2	804.8
4.14	11.06	12.21	795.1	805.8
4.15	11.07	12.21	796.2	806.8
4.16	11.07	12.19	796.5	807.3
4.17	11.06	12.18	797.6	807.8
4.18	11.07	12.17	798.3	809.3
4.19	11.06	12.15	799.2	810.0
4.2	11.06	12.14	800.0	810.3
4.21	11.07	12.13	800.6	810.1
4.22	11.05	12.11	801.3	812.6
4.23	11.07	12.11	802.4	813.4
4.24	11.06	12.09	803.0	814.4
4.25	11.07	12.07	803.8	814.4
4.26	11.06	12.06	804.5	815.3
4.27	11.07	12.05	805.3	816.8
4.28	11.06	12.05	805.5	816.9
4.29	11.07	12.02	806.5	817.7
4.3	11.06	12.01	806.8	817.8
4.31	11.07	12.0	807.6	820.2
4.32	11.07	11.99	808.3	820.4
4.33	11.06	11.97	808.8	820.9
4.34	11.06	11.96	809.5	820.5
4.35	11.08	11.96	810.1	821.8
4.36	11.07	11.95	810.8	823.2
4.37	11.06	11.92	811.9	824.1
4.38	11.07	11.92	812.4	824.1
4.39	11.07	11.9	813.1	824.8
4.4	11.07	11.89	813.9	826.2
4.41	11.06	11.88	814.9	826.7
4.42	11.06	11.86	815.4	827.4
4.43	11.05	11.85	816.1	827.5
4.44	11.07	11.85	817.0	829.6
4.45	11.05	11.83	818.0	830.1
4.46	11.06	11.82	818.4	830.2
4.47	11.05	11.81	819.3	829.9
4.48	11.07	11.8	820.0	832.1
4.49	11.07	11.79	820.7	832.6
4.5	11.06	11.77	821.4	832.9
4.51	11.06	11.77	822.7	833.8
4.52	11.06	11.75	823.3	834.0
4.53	11.06	11.74	824.3	835.7
4.54	11.06	11.73	825.0	836.3
4.55	11.07	11.72	825.6	836.8
4.56	11.07	11.7	826.4	836.4
4.57	11.06	11.69	827.5	838.5
4.58	11.07	11.68	828.0	839.2
4.59	11.07	11.68	829.1	840.0
4.6	11.08	11.66	829.6	839.8
4.61	11.06	11.65	830.1	840.8
4.62	11.08	11.64	830.8	842.1
4.63	11.07	11.62	831.0	842.7
4.64	11.07	11.61	831.6	842.8
4.65	11.06	11.6	832.3	842.8
4.66	11.07	11.59	832.7	844.7
4.67	11.07	11.58	833.4	845.1
4.68	11.07	11.57	833.8	845.2
4.69	11.06	11.55	834.3	845.7
4.7	11.06	11.54	834.8	846.8
4.71	11.06	11.52	835.9	847.7
4.72	11.06	11.52	836.4	848.2
4.73	11.05	11.5	837.2	848.7
4.74	11.07	11.5	837.7	848.9
4.75	11.07	11.5	838.6	850.7
4.76	11.05	11.48	839.4	851.0
4.77	11.07	11.46	839.9	851.7
4.78	11.06	11.46	840.5	851.7
4.79	11.06	11.44	841.4	853.0
4.8	11.06	11.43	841.8	853.5
4.81	11.06	11.42	843.2	854.1
4.82	11.07	11.41	843.2	854.4
4.83	11.07	11.4	844.4	854.4
4.84	11.06	11.39	844.7	856.4
4.85	11.07	11.38	845.6	856.5
4.86	11.07	11.37	846.2	856.9
4.87	11.07	11.36	847.2	856.9
4.88	11.07	11.35	847.6	858.6
4.89	11.07	11.33	848.4	859.1
4.9	11.07	11.33	848.8	860.1
4.91	11.07	11.32	849.4	860.3
4.92	11.06	11.3	849.9	861.1
4.93	11.07	11.29	850.3	862.4
4.94	11.06	11.28	850.9	862.6
4.95	11.07	11.28	851.5	863.0
4.96	11.06	11.27	851.6	862.9
4.97	11.06	11.25	852.6	864.2
4.98	11.06	11.24	852.8	864.8
4.99	11.06	11.23	853.4	865.4
5.0	11.06	11.22	853.8	864.8
5.01	11.06	11.21	854.8	866.6
5.02	11.07	11.2	855.2	867.0
5.03	11.06	11.19	856.0	867.8
5.04	11.07	11.18	856.5	868.4
5.05	11.08	11.18	857.6	868.3
5.06	11.06	11.16	858.0	869.6
5.07	11.06	11.14	858.8	870.0
5.08	11.07	11.15	859.4	871.1
5.09	11.06	11.13	860.2	870.4
5.1	11.05	11.1	860.3	872.2
5.11	11.06	11.11	861.2	872.8
5.12	11.06	11.09	861.4	873.3
5.13	11.07	11.08	862.7	873.3
5.14	11.07	11.07	862.7	874.3
5.15	11.06	11.06	863.6	874.8
5.16	11.07	11.05	863.8	875.3
5.17	11.07	11.05	864.6	876.2
5.18	11.06	11.03	864.5	876.0
5.19	11.05	11.02	865.8	877.6
5.2	11.06	11.01	865.8	877.6
5.21	11.06	11.0	866.4	878.1
5.22	11.08	11.0	866.8	877.8
5.23	11.06	10.99	867.0	879.5
5.24	11.07	10.97	867.6	879.8
5.25	11.07	10.97	867.8	880.4
5.26	11.07	10.95	867.8	880.4
5.27	11.08	10.95	868.5	881.1
5.28	11.06	10.93	868.3	882.2
5.29	11.06	10.92	869.0	882.8
5.3	11.06	10.91	869.2	883.2
5.31	11.06	10.9	869.4	883.0
5.32	11.08	10.9	869.7	884.2
5.33	11.06	10.88	870.1	885.1
5.34	11.07	10.87	870.2	885.9
5.35	11.06	10.86	871.1	885.8
5.36	11.06	10.84	871.2	886.4
5.37	11.07	10.84	872.2	887.6
5.38	11.07	10.83	872.5	887.7
5.39	11.07	10.82	873.5	887.9
5.4	11.08	10.82	873.8	888.0
5.41	11.07	10.8	875.0	889.2
5.42	11.07	10.8	875.2	889.4
5.43	11.07	10.78	876.5	890.1
5.44	11.06	10.77	876.7	890.0
5.45	11.08	10.78	877.5	891.4
5.46	11.06	10.75	878.1	891.8
5.47	11.06	10.74	879.0	892.4
5.48	11.06	10.75	879.6	892.5
5.49	11.07	10.73	880.7	893.1
5.5	11.05	10.71	880.8	894.5
5.51	11.06	10.7	881.7	894.9
5.52	11.06	10.7	881.9	895.4
5.53	11.07	10.7	882.7	894.4
5.54	11.06	10.67	882.8	896.5
5.55	11.07	10.68	883.4	896.8
5.56	11.05	10.65	883.4	897.0
5.57	11.07	10.66	883.8	896.9
5.58	11.07	10.65	884.0	897.6
5.59	11.06	10.63	884.8	898.3
5.6	11.08	10.64	884.8	898.4
5.61	11.08	10.62	885.6	898.7
5.62	11.05	10.6	885.4	899.3
5.63	11.06	10.6	886.7	900.6
5.64	11.08	10.6	886.5	900.3
5.65	11.07	10.58	887.3	900.9
5.66	11.06	10.57	887.4	901.0
5.67	11.06	10.55	888.2	902.4
5.68	11.07	10.56	888.5	902.3
5.69	11.07	10.54	889.4	903.2
5.7	11.06	10.53	889.2	903.8
5.71	11.08	10.54	890.1	903.4
5.72	11.07	10.52	890.3	904.5
5.73	11.06	10.5	890.7	905.0
5.74	11.05	10.49	890.8	905.3
5.75	11.05	10.49	891.8	905.0
5.76	11.07	10.49	891.8	906.5
5.77	11.06	10.47	892.4	907.2
5.78	11.06	10.45	892.3	907.4
5.79	11.05	10.45	893.0	907.9
5.8	11.08	10.45	893.1	908.1
5.81	11.07	10.45	893.5	908.9
5.82	11.07	10.43	893.6	909.5
5.83	11.06	10.42	894.3	910.2
5.84	11.06	10.41	894.6	909.4
5.85	11.07	10.41	895.0	910.9
5.86	11.06	10.39	895.1	911.2
5.87	11.06	10.38	895.8	911.9
5.88	11.07	10.37	895.6	912.1
5.89	11.06	10.36	896.2	912.3
5.9	11.06	10.35	896.5	912.9
5.91	11.06	10.34	897.4	913.3
5.92	11.07	10.34	898.0	914.0
5.93	11.06	10.33	898.7	913.7
5.94	11.08	10.33	898.7	914.6
5.95	11.06	10.31	899.5	915.1
5.96	11.07	10.31	899.6	915.1
5.97	11.06	10.3	900.3	915.6
5.98	11.07	10.29	900.7	915.7
5.99	11.06	10.28	901.1	917.0
6.0	11.06	10.27	901.3	917.2
6.01	11.05	10.26	902.1	917.7
6.02	11.07	10.25	901.9	917.2
6.03	11.06	10.25	902.6	918.9
6.04	11.06	10.23	902.7	918.6
6.05	11.05	10.22	903.4	919.4
6.06	11.05	10.21	903.7	919.5
6.07	11.06	10.22	904.4	919.7
6.08	11.06	10.2	904.1	920.6
6.09	11.06	10.19	905.0	921.2
6.1	11.06	10.19	904.9	921.2
6.11	11.06	10.17	905.6	921.2
6.12	11.06	10.17	905.7	921.5
6.13	11.05	10.15	905.9	922.4
6.14	11.06	10.15	906.5	922.7
6.15	11.06	10.14	906.5	922.5
6.16	11.06	10.13	906.5	923.2
6.17	11.05	10.12	907.3	923.9
6.18	11.06	10.12	907.3	924.0
6.19	11.06	10.11	907.7	923.9
6.2	11.05	10.1	907.7	925.0
6.21	11.07	10.1	908.7	925.4
6.22	11.06	10.09	908.7	925.6
6.23	11.07	10.09	909.4	926.2
6.24	11.06	10.07	909.6	926.2
6.25	11.08	10.08	910.1	927.0
6.26	11.07	10.06	910.3	927.0
6.27	11.09	10.07	911.1	927.3
6.28	11.06	10.04	911.2	927.3
6.29	11.08	10.05	912.0	928.8
6.3	11.06	10.02	911.7	929.1
6.31	11.08	10.03	912.8	929.7
6.32	11.07	10.01	912.7	929.1
6.33	11.08	10.01	913.3	930.4
6.34	11.06	9.99	913.4	930.5
6.35	11.07	9.99	914.2	931.0
6.36	11.06	9.98	914.3	931.3
6.37	11.05	9.96	914.8	931.7
6.38	11.06	9.96	915.0	932.0
6.39	11.06	9.95	915.6	932.2
6.4	11.05	9.94	915.7	932.4
6.41	11.09	9.95	916.5	932.9
6.42	11.06	9.93	916.4	933.5
6.43	11.08	9.93	917.1	934.2
6.44	11.06	9.91	917.1	934.0
6.45	11.06	9.9	917.6	934.2
6.46	11.07	9.9	917.4	935.1
6.47	11.06	9.89	918.0	935.4
6.48	11.06	9.88	917.9	935.5
6.49	11.08	9.89	918.8	935.9
6.5	11.06	9.86	919.1	936.4
6.51	11.06	9.85	919.6	936.6
6.52	11.07	9.86	920.2	936.6
6.53	11.07	9.85	921.0	937.1
6.54	11.06	9.83	921.0	937.5
6.55	11.05	9.83	921.8	938.1
6.56	11.08	9.83	921.7	938.1
6.57	11.06	9.82	922.6	938.8
6.58	11.06	9.8	922.4	938.4
6.59	11.06	9.81	922.9	939.5
6.6	11.08	9.8	922.9	939.4
6.61	11.06	9.79	923.3	940.0
6.62	11.06	9.78	923.2	939.4
6.63	11.06	9.77	923.7	940.6
6.64	11.07	9.76	923.9	940.9
6.65	11.07	9.76	924.2	941.2
6.66	11.07	9.75	924.5	941.2
6.67	11.05	9.74	924.6	941.4
6.68	11.05	9.72	925.0	942.1
6.69	11.06	9.73	925.6	942.2
6.7	11.09	9.73	925.7	942.1
6.71	11.08	9.73	926.3	942.3
6.72	11.06	9.7	926.0	943.6
6.73	11.05	9.69	926.3	943.8
6.74	11.06	9.69	926.2	943.7
6.75	11.06	9.68	927.0	943.8
6.76	11.06	9.68	927.2	944.8
6.77	11.07	9.68	927.4	945.3
6.78	11.08	9.67	927.6	945.3
6.79	11.08	9.67	928.8	945.6
6.8	11.07	9.66	928.3	945.7
6.81	11.07	9.65	929.4	946.5
6.82	11.06	9.63	929.5	946.6
6.83	11.05	9.62	929.8	946.5
6.84	11.05	9.61	930.3	946.6
6.85	11.06	9.61	930.7	947.7
6.86	11.06	9.61	931.0	947.5
6.87	11.07	9.61	931.2	947.9
6.88	11.07	9.6	931.5	947.9
6.89	11.06	9.59	932.0	948.6
6.9	11.05	9.57	932.4	949.1
6.91	11.05	9.56	933.1	949.3
6.92	11.05	9.56	932.8	949.4
6.93	11.07	9.56	933.7	949.8
6.94	11.06	9.55	933.3	950.4
6.95	11.07	9.55	934.2	950.6
