t[s]	U[V]	I[A]	Piro[C]	TC[C]
1.47	11.03	16.89	643.1	702.0
1.48	11.04	16.87	643.1	701.9
1.49	11.03	16.85	643.1	701.7
1.5	11.02	16.81	643.4	701.9
1.51	11.03	16.81	643.1	701.8
1.52	11.03	16.79	643.2	702.0
1.53	11.02	16.77	643.2	701.9
1.54	11.03	16.75	643.0	702.0
1.55	11.04	16.73	643.2	702.0
1.56	11.02	16.71	643.2	701.9
1.57	11.03	16.7	643.2	701.8
1.58	11.03	16.68	643.0	701.8
1.59	11.03	16.67	643.2	701.9
1.6	11.04	16.65	643.1	702.0
1.61	11.03	16.63	643.1	701.8
1.62	11.04	16.63	643.3	701.9
1.63	11.03	16.6	643.0	702.0
1.64	11.04	16.58	643.2	701.7
1.65	11.04	16.57	643.3	701.9
1.66	11.04	16.54	643.2	701.8
1.67	11.05	16.53	643.3	702.0
1.68	11.04	16.5	643.0	702.0
1.69	11.03	16.48	643.3	701.8
1.7	11.04	16.46	643.2	702.3
1.71	11.04	16.44	642.8	701.9
1.72	11.04	16.44	643.2	701.8
1.73	11.03	16.41	643.2	702.0
1.74	11.03	16.39	643.1	702.0
1.75	11.03	16.37	643.0	701.9
1.76	11.03	16.36	643.5	702.0
1.77	11.04	16.34	643.0	701.9
1.78	11.02	16.31	643.0	701.9
1.79	11.03	16.3	643.1	701.7
1.8	11.03	16.28	643.2	702.0
1.81	11.03	16.26	643.0	701.8
1.82	11.04	16.26	643.2	702.0
1.83	11.04	16.23	643.2	701.9
1.84	11.03	16.2	643.0	701.9
1.85	11.04	16.2	643.2	702.2
1.86	11.03	16.17	643.2	701.8
1.87	11.04	16.16	643.0	701.9
1.88	11.04	16.14	643.1	702.0
1.89	11.03	16.12	643.1	702.0
1.9	11.05	16.12	643.1	701.9
1.91	11.04	16.08	642.8	701.9
1.92	11.03	16.07	643.1	701.9
1.93	11.04	16.05	643.2	702.0
1.94	11.03	16.03	643.1	702.1
1.95	11.04	16.01	643.2	701.9
1.96	11.03	15.99	643.0	701.8
1.97	11.03	15.97	643.0	702.0
1.98	11.03	15.96	643.2	701.9
1.99	11.03	15.94	643.3	701.8
2.0	11.03	15.92	643.2	701.9
2.01	11.04	15.91	643.0	701.9
2.02	11.04	15.89	642.9	702.1
2.03	11.02	15.87	643.1	702.0
2.04	11.03	15.85	643.0	701.8
2.05	11.03	15.84	643.0	701.8
2.06	11.03	15.82	643.2	701.8
2.07	11.02	15.79	643.3	702.2
2.08	11.04	15.8	643.0	701.9
2.09	11.03	15.76	643.5	701.8
2.1	11.04	15.74	643.2	701.9
2.11	11.03	15.73	643.2	701.9
2.12	11.04	15.71	643.2	702.0
2.13	11.04	15.7	643.3	702.0
2.14	11.03	15.67	643.0	701.8
2.15	11.03	15.66	643.0	701.8
2.16	11.05	15.65	643.1	701.9
2.17	11.02	15.61	643.4	702.0
2.18	11.04	15.6	643.0	701.8
2.19	11.04	15.59	643.2	702.0
2.2	11.05	15.57	643.3	701.9
2.21	11.04	15.55	643.1	701.9
2.22	11.03	15.53	643.1	702.0
2.23	11.03	15.52	643.2	701.9
2.24	11.05	15.51	643.2	701.9
2.25	11.03	15.48	643.3	701.9
2.26	11.04	15.47	643.2	702.1
2.27	11.03	15.44	643.0	701.9
2.28	11.04	15.43	643.2	701.9
2.29	11.03	15.41	643.0	701.8
2.3	11.04	15.39	643.2	702.0
2.31	11.03	15.38	643.2	701.8
2.32	11.04	15.36	643.3	702.0
2.33	11.04	15.35	642.9	702.0
2.34	11.04	15.33	643.1	702.0
2.35	11.03	15.3	643.0	701.9
2.36	11.03	15.28	643.2	701.8
2.37	11.03	15.26	643.1	701.9
2.38	11.04	15.26	643.0	702.0
2.39	11.04	15.24	643.3	701.9
2.4	11.04	15.23	643.2	701.9
2.41	11.04	15.2	643.0	701.8
2.42	11.04	15.18	643.1	702.1
2.43	11.03	15.16	643.5	701.8
2.44	11.05	15.16	643.1	701.8
2.45	11.06	15.15	643.3	701.8
2.46	11.04	15.11	643.0	702.0
2.47	11.05	15.1	643.1	701.9
2.48	11.04	15.08	643.2	701.9
2.49	11.03	15.06	643.1	701.9
2.5	11.03	15.05	643.3	702.0
2.51	11.04	15.03	643.1	702.0
2.52	11.04	15.01	643.0	702.1
2.53	11.04	15.0	643.3	701.8
2.54	11.03	14.97	643.2	701.7
2.55	11.04	14.96	643.4	701.9
2.56	11.02	14.93	644.7	702.0
2.57	11.04	14.93	647.0	701.9
2.58	11.04	14.92	648.4	702.0
2.59	11.03	14.89	650.1	701.8
2.6	11.04	14.88	652.4	701.8
2.61	11.04	14.86	653.5	701.8
2.62	11.03	14.84	655.0	701.8
2.63	11.03	14.82	656.5	701.9
2.64	11.03	14.8	658.0	702.0
2.65	11.05	14.8	659.8	701.8
2.66	11.05	14.79	661.2	701.9
2.67	11.04	14.76	663.0	702.0
2.68	11.04	14.74	664.1	701.8
2.69	11.05	14.73	666.2	701.9
2.7	11.03	14.7	667.1	701.9
2.71	11.03	14.68	668.5	701.8
2.72	11.04	14.66	669.8	701.9
2.73	11.03	14.65	671.0	701.7
2.74	11.03	14.62	672.3	701.9
2.75	11.04	14.62	673.8	701.9
2.76	11.05	14.61	675.0	701.8
2.77	11.04	14.59	675.2	701.8
2.78	11.06	14.59	676.4	701.9
2.79	11.02	14.54	677.7	701.9
2.8	11.03	14.53	678.6	702.0
2.81	11.05	14.53	679.8	701.9
2.82	11.04	14.5	680.8	702.0
2.83	11.03	14.48	681.2	702.0
2.84	11.05	14.47	682.9	702.8
2.85	11.03	14.46	683.6	704.2
2.86	11.03	14.43	684.9	705.3
2.87	11.02	14.41	685.4	704.2
2.88	11.03	14.4	687.0	708.4
2.89	11.03	14.38	687.9	709.5
2.9	11.03	14.35	689.0	710.4
2.91	11.02	14.34	690.4	710.2
2.92	11.02	14.32	691.4	713.4
2.93	11.03	14.32	692.2	715.0
2.94	11.04	14.31	694.0	715.7
2.95	11.05	14.3	694.9	715.6
2.96	11.05	14.29	695.6	717.5
2.97	11.05	14.27	696.6	720.1
2.98	11.05	14.24	697.9	721.2
2.99	11.04	14.23	699.4	721.0
3.0	11.03	14.21	700.9	721.7
3.01	11.04	14.19	702.4	724.7
3.02	11.05	14.18	703.8	725.4
3.03	11.04	14.15	704.7	726.8
3.04	11.05	14.14	706.4	726.1
3.05	11.04	14.12	707.7	730.0
3.06	11.04	14.11	709.0	730.5
3.07	11.03	14.09	709.8	731.8
3.08	11.03	14.07	711.6	731.5
3.09	11.04	14.06	712.4	733.7
3.1	11.03	14.05	713.8	735.3
3.11	11.03	14.02	715.3	736.7
3.12	11.04	14.02	716.4	737.2
3.13	11.05	14.0	717.8	738.6
3.14	11.04	13.99	719.0	740.0
3.15	11.05	13.98	720.2	741.2
3.16	11.05	13.96	721.6	741.9
3.17	11.04	13.94	722.1	742.1
3.18	11.05	13.92	723.7	744.8
3.19	11.07	13.91	724.8	746.0
3.2	11.04	13.89	726.1	746.6
3.21	11.04	13.87	726.9	746.6
3.22	11.05	13.86	728.3	749.1
3.23	11.06	13.85	729.4	749.9
3.24	11.05	13.83	730.6	751.0
3.25	11.06	13.82	731.9	751.1
3.26	11.05	13.8	733.2	753.6
3.27	11.06	13.79	734.5	754.9
3.28	11.06	13.77	735.2	755.6
3.29	11.04	13.75	735.7	755.8
3.3	11.04	13.73	736.9	757.4
3.31	11.04	13.7	737.6	759.0
3.32	11.02	13.67	738.8	759.9
3.33	11.03	13.66	739.2	761.1
3.34	11.02	13.65	740.2	761.0
3.35	11.04	13.65	741.1	763.4
3.36	11.03	13.63	742.0	764.8
3.37	11.03	13.61	742.7	765.3
3.38	11.03	13.6	744.0	764.7
3.39	11.03	13.58	744.8	767.5
3.4	11.03	13.56	745.7	768.5
3.41	11.03	13.56	746.7	769.9
3.42	11.05	13.55	748.1	769.8
3.43	11.03	13.53	749.0	771.4
3.44	11.03	13.49	750.1	772.7
3.45	11.03	13.49	750.9	773.6
3.46	11.06	13.49	752.0	773.9
3.47	11.06	13.48	752.8	774.6
3.48	11.06	13.46	754.2	776.6
3.49	11.04	13.43	755.0	777.9
3.5	11.06	13.43	756.2	778.6
3.51	11.05	13.4	757.3	778.6
3.52	11.04	13.37	758.6	781.0
3.53	11.04	13.36	759.1	781.5
3.54	11.05	13.35	760.6	783.2
3.55	11.04	13.34	761.3	782.3
3.56	11.05	13.33	762.6	785.1
3.57	11.04	13.31	763.6	785.7
3.58	11.04	13.3	764.6	786.5
3.59	11.03	13.27	765.7	786.9
3.6	11.03	13.26	766.5	788.6
3.61	11.05	13.27	767.0	789.4
3.62	11.04	13.24	768.4	790.8
3.63	11.04	13.23	769.1	791.0
3.64	11.03	13.2	770.1	792.4
3.65	11.03	13.19	770.6	793.4
3.66	11.04	13.18	771.6	794.2
3.67	11.04	13.16	772.0	794.8
3.68	11.05	13.16	772.7	795.0
3.69	11.03	13.12	773.5	797.6
3.7	11.05	13.13	774.3	798.4
3.71	11.05	13.11	774.9	798.9
3.72	11.04	13.1	775.8	798.2
3.73	11.04	13.07	776.6	801.0
3.74	11.04	13.06	777.8	802.0
3.75	11.04	13.04	778.4	802.6
3.76	11.04	13.03	779.6	802.8
3.77	11.05	13.02	780.2	804.0
3.78	11.04	13.01	781.0	805.5
3.79	11.05	12.99	781.9	806.0
3.8	11.03	12.97	782.9	806.7
3.81	11.04	12.95	783.7	807.6
3.82	11.03	12.94	785.0	809.0
3.83	11.05	12.94	785.6	809.7
3.84	11.05	12.93	786.8	810.5
3.85	11.04	12.9	787.9	811.0
3.86	11.03	12.88	788.7	812.9
3.87	11.04	12.87	789.2	813.6
3.88	11.03	12.86	790.3	814.1
3.89	11.04	12.85	791.1	814.2
3.9	11.04	12.84	792.5	815.8
3.91	11.03	12.81	792.7	816.9
3.92	11.03	12.8	794.0	817.3
3.93	11.04	12.79	794.6	818.0
3.94	11.04	12.77	795.2	819.3
3.95	11.05	12.77	795.8	820.6
3.96	11.03	12.74	796.4	821.2
3.97	11.04	12.73	796.9	821.9
3.98	11.03	12.71	797.9	822.5
3.99	11.04	12.7	798.2	823.7
4.0	11.05	12.7	799.0	824.2
4.01	11.04	12.68	800.0	825.1
4.02	11.04	12.66	800.7	824.9
4.03	11.04	12.65	801.2	827.1
4.04	11.03	12.63	802.6	828.1
4.05	11.05	12.63	803.0	829.0
4.06	11.04	12.61	804.5	828.9
4.07	11.04	12.59	804.9	830.9
4.08	11.04	12.58	805.9	831.1
4.09	11.02	12.56	806.5	831.8
4.1	11.05	12.56	807.8	831.7
4.11	11.04	12.54	808.0	833.6
4.12	11.04	12.52	809.4	834.1
4.13	11.04	12.51	809.8	835.2
4.14	11.03	12.5	810.8	835.4
4.15	11.05	12.5	811.4	836.6
4.16	11.05	12.48	812.4	837.4
4.17	11.03	12.46	812.9	838.5
4.18	11.05	12.46	813.7	839.3
4.19	11.03	12.43	814.2	839.0
4.2	11.05	12.43	814.8	841.0
4.21	11.04	12.41	815.2	841.1
4.22	11.04	12.39	816.1	841.3
4.23	11.04	12.39	816.4	841.6
4.24	11.05	12.37	817.4	843.3
4.25	11.04	12.35	817.6	843.9
4.26	11.05	12.34	818.7	844.8
4.27	11.04	12.33	819.4	845.4
4.28	11.05	12.33	820.3	846.7
4.29	11.04	12.3	821.0	847.3
4.3	11.05	12.29	822.2	847.9
4.31	11.04	12.28	822.4	848.6
4.32	11.05	12.27	823.8	849.1
4.33	11.04	12.25	824.2	850.4
4.34	11.05	12.23	825.2	851.3
4.35	11.05	12.23	825.9	851.2
4.36	11.05	12.22	826.9	851.5
4.37	11.03	12.19	827.4	853.2
4.38	11.04	12.19	828.3	854.1
4.39	11.04	12.17	828.8	854.5
4.4	11.04	12.16	829.8	854.5
4.41	11.03	12.15	830.0	856.0
4.42	11.03	12.13	830.8	856.8
4.43	11.02	12.11	831.1	857.0
4.44	11.04	12.12	831.8	857.1
4.45	11.04	12.09	832.0	859.0
4.46	11.04	12.08	832.9	859.5
4.47	11.03	12.07	833.2	860.4
4.48	11.04	12.06	834.4	860.6
4.49	11.04	12.05	834.9	861.4
4.5	11.03	12.03	835.7	862.2
4.51	11.05	12.03	836.5	863.2
4.52	11.04	12.02	837.6	863.3
4.53	11.04	12.0	837.8	863.7
4.54	11.04	11.99	839.0	864.7
4.55	11.05	11.98	839.3	865.4
4.56	11.04	11.96	840.4	865.4
4.57	11.05	11.95	840.9	866.3
4.58	11.04	11.94	842.1	867.6
4.59	11.06	11.93	842.3	867.6
4.6	11.04	11.92	843.6	868.2
4.61	11.05	11.9	843.7	868.5
4.62	11.05	11.89	844.5	870.1
4.63	11.05	11.88	845.1	870.8
4.64	11.04	11.87	845.4	871.4
4.65	11.04	11.85	845.7	871.4
4.66	11.03	11.84	846.6	872.5
4.67	11.04	11.83	846.5	873.2
4.68	11.03	11.82	847.8	873.9
4.69	11.05	11.8	847.9	874.0
4.7	11.03	11.79	848.9	875.3
4.71	11.04	11.77	849.4	875.8
4.72	11.04	11.77	850.2	876.4
4.73	11.03	11.75	850.6	877.2
4.74	11.04	11.75	851.7	877.5
4.75	11.06	11.75	852.1	878.5
4.76	11.04	11.72	853.1	879.2
4.77	11.04	11.71	853.5	879.1
4.78	11.05	11.71	854.3	879.6
4.79	11.04	11.68	854.8	881.2
4.8	11.04	11.67	855.6	881.3
4.81	11.02	11.66	856.0	882.6
4.82	11.05	11.66	856.8	882.4
4.83	11.04	11.64	856.5	883.3
4.84	11.04	11.63	857.7	884.0
4.85	11.05	11.62	857.7	884.7
4.86	11.04	11.61	858.7	884.4
4.87	11.05	11.6	859.1	885.5
4.88	11.05	11.59	860.2	886.3
4.89	11.03	11.57	860.3	886.6
4.9	11.05	11.57	861.3	887.1
4.91	11.04	11.55	861.6	887.6
4.92	11.04	11.54	862.7	889.0
4.93	11.04	11.53	862.7	889.2
4.94	11.04	11.52	863.8	889.9
4.95	11.04	11.51	863.9	890.0
4.96	11.05	11.5	865.2	891.1
4.97	11.03	11.48	865.0	891.3
4.98	11.04	11.47	866.1	891.6
4.99	11.04	11.46	866.5	892.3
5.0	11.05	11.45	867.5	893.7
5.01	11.04	11.45	867.5	894.2
5.02	11.04	11.43	868.2	894.5
5.03	11.04	11.42	868.4	894.4
5.04	11.05	11.41	869.2	895.8
5.05	11.06	11.41	869.0	896.4
5.06	11.04	11.39	870.1	897.0
5.07	11.04	11.37	870.4	897.4
5.08	11.05	11.38	871.2	897.4
5.09	11.04	11.35	871.8	898.9
5.1	11.03	11.33	872.6	899.0
5.11	11.04	11.33	872.9	899.9
5.12	11.04	11.32	873.9	899.7
5.13	11.04	11.31	874.0	900.9
5.14	11.03	11.3	875.2	901.6
5.15	11.03	11.28	875.6	902.1
5.16	11.03	11.27	876.1	902.1
5.17	11.05	11.27	876.6	903.3
5.18	11.04	11.25	877.3	903.0
5.19	11.04	11.24	877.7	903.9
5.2	11.04	11.24	878.3	904.3
5.21	11.05	11.23	878.0	905.1
5.22	11.06	11.23	879.2	905.4
5.23	11.05	11.21	879.4	906.3
5.24	11.04	11.2	880.3	906.3
5.25	11.04	11.2	880.5	907.0
5.26	11.05	11.18	881.4	907.9
5.27	11.05	11.17	881.5	908.2
5.28	11.05	11.15	882.7	908.7
5.29	11.05	11.14	882.7	909.4
5.3	11.04	11.13	883.6	910.2
5.31	11.04	11.12	883.7	910.4
5.32	11.05	11.12	884.4	911.3
5.33	11.04	11.1	884.8	911.1
5.34	11.05	11.09	885.4	912.4
5.35	11.05	11.08	885.6	912.7
5.36	11.03	11.06	886.6	913.3
5.37	11.05	11.06	886.3	913.2
5.38	11.04	11.05	887.2	914.3
5.39	11.05	11.04	887.2	915.0
5.4	11.05	11.04	887.8	915.4
5.41	11.04	11.02	888.1	915.2
5.42	11.04	11.01	888.8	916.3
5.43	11.05	11.0	889.0	916.9
5.44	11.04	10.99	890.3	917.4
5.45	11.05	10.99	890.2	917.7
5.46	11.04	10.97	891.0	918.1
5.47	11.04	10.96	891.3	918.7
5.48	11.05	10.96	892.3	919.1
5.49	11.03	10.94	892.3	919.3
5.5	11.04	10.92	893.0	919.6
5.51	11.04	10.92	893.3	920.4
5.52	11.05	10.92	894.2	920.7
5.53	11.04	10.91	894.3	921.6
5.54	11.03	10.89	894.8	921.4
5.55	11.04	10.89	894.9	921.9
5.56	11.05	10.87	895.7	923.2
5.57	11.05	10.87	895.6	922.8
5.58	11.05	10.86	896.6	923.1
5.59	11.05	10.84	896.8	924.3
5.6	11.06	10.85	897.7	925.0
5.61	11.04	10.83	897.6	925.0
5.62	11.04	10.8	898.4	925.6
5.63	11.04	10.8	898.4	925.1
5.64	11.06	10.8	899.6	926.6
5.65	11.05	10.79	899.4	926.8
5.66	11.05	10.78	900.3	927.3
5.67	11.03	10.76	900.5	927.4
5.68	11.05	10.76	901.2	928.1
5.69	11.04	10.75	901.1	928.7
5.7	11.05	10.74	902.2	928.6
5.71	11.06	10.74	902.1	928.4
5.72	11.04	10.72	902.6	930.4
5.73	11.03	10.7	902.8	930.6
5.74	11.04	10.7	903.4	930.7
5.75	11.04	10.69	903.2	931.3
5.76	11.06	10.7	904.0	931.3
5.77	11.03	10.68	904.2	932.0
5.78	11.03	10.66	905.0	932.5
5.79	11.04	10.65	905.0	933.0
5.8	11.05	10.65	905.9	933.3
5.81	11.05	10.65	905.7	934.2
5.82	11.04	10.63	906.8	934.4
5.83	11.04	10.62	906.9	934.6
5.84	11.04	10.61	907.3	934.8
5.85	11.05	10.61	907.5	935.8
5.86	11.04	10.59	908.6	936.2
5.87	11.05	10.59	908.4	936.2
5.88	11.04	10.58	909.5	936.2
5.89	11.05	10.57	909.4	937.4
5.9	11.04	10.55	909.9	938.1
5.91	11.04	10.54	909.6	938.1
5.92	11.04	10.55	910.5	938.3
5.93	11.05	10.53	910.4	938.7
5.94	11.06	10.54	911.4	939.5
5.95	11.05	10.51	911.4	939.6
5.96	11.04	10.51	912.1	939.3
5.97	11.04	10.5	912.2	940.3
5.98	11.05	10.49	913.0	941.4
5.99	11.04	10.48	913.1	941.6
6.0	11.04	10.47	914.0	941.4
6.01	11.04	10.46	913.9	941.4
6.02	11.04	10.45	914.9	942.4
6.03	11.04	10.45	914.8	942.8
6.04	11.04	10.43	915.8	943.4
6.05	11.03	10.42	915.9	943.4
6.06	11.03	10.41	916.6	944.1
6.07	11.05	10.42	916.6	944.3
6.08	11.03	10.4	917.1	944.8
6.09	11.04	10.39	916.9	945.0
6.1	11.05	10.39	918.0	945.3
6.11	11.04	10.37	917.7	946.1
6.12	11.04	10.37	919.0	946.4
6.13	11.03	10.35	918.6	946.5
6.14	11.04	10.35	919.3	946.9
6.15	11.05	10.34	919.5	947.7
6.16	11.04	10.33	920.1	948.0
6.17	11.03	10.32	920.4	948.4
6.18	11.05	10.31	921.0	948.3
6.19	11.04	10.3	920.6	949.4
6.2	11.04	10.3	921.6	949.7
6.21	11.04	10.29	921.8	950.1
6.22	11.05	10.29	922.4	950.0
6.23	11.04	10.28	922.0	950.6
6.24	11.04	10.26	922.9	950.5
6.25	11.06	10.27	922.8	951.1
6.26	11.05	10.25	923.4	951.4
6.27	11.06	10.26	923.5	952.2
6.28	11.05	10.24	924.1	952.5
6.29	11.05	10.24	924.2	952.8
6.3	11.04	10.22	924.8	953.0
6.31	11.05	10.22	924.7	953.0
6.32	11.04	10.2	925.6	954.3
6.33	11.05	10.21	925.5	954.2
6.34	11.04	10.19	926.1	954.5
6.35	11.05	10.19	926.0	954.4
6.36	11.05	10.18	927.0	955.4
6.37	11.04	10.15	926.7	955.1
6.38	11.05	10.16	927.7	955.8
6.39	11.04	10.14	927.5	955.8
6.4	11.04	10.13	928.3	956.6
6.41	11.07	10.15	928.3	956.5
6.42	11.04	10.12	928.8	957.2
6.43	11.05	10.13	929.1	957.4
6.44	11.04	10.1	929.4	958.3
6.45	11.04	10.1	929.2	958.5
6.46	11.05	10.1	930.1	958.9
6.47	11.04	10.08	929.8	958.9
6.48	11.04	10.07	931.1	959.0
6.49	11.06	10.08	930.5	959.8
6.5	11.04	10.06	931.5	960.0
6.51	11.04	10.05	931.4	960.0
6.52	11.05	10.05	932.4	960.9
6.53	11.05	10.04	932.1	960.9
6.54	11.04	10.02	932.9	961.2
6.55	11.04	10.02	932.8	961.1
6.56	11.05	10.02	933.9	961.6
6.57	11.04	10.01	933.4	962.5
6.58	11.04	10.0	934.5	962.9
6.59	11.05	10.0	934.2	963.0
6.6	11.05	10.0	934.8	963.0
6.61	11.05	9.98	934.8	963.4
6.62	11.04	9.97	935.5	964.1
6.63	11.05	9.96	935.3	964.0
6.64	11.04	9.95	936.3	964.0
6.65	11.06	9.95	935.9	964.8
6.66	11.05	9.94	937.0	965.3
6.67	11.04	9.93	937.0	965.0
6.68	11.02	9.91	937.4	965.4
6.69	11.05	9.92	937.4	965.4
6.7	11.06	9.92	938.2	966.7
6.71	11.06	9.92	938.3	966.2
6.72	11.04	9.89	939.3	967.0
6.73	11.04	9.88	939.0	966.8
6.74	11.02	9.87	939.6	968.0
6.75	11.04	9.87	939.4	967.4
6.76	11.04	9.86	940.0	968.4
6.77	11.06	9.87	939.7	968.2
6.78	11.05	9.86	940.2	968.9
6.79	11.06	9.86	939.7	969.2
6.8	11.05	9.85	940.4	969.6
6.81	11.05	9.84	940.0	969.4
6.82	11.04	9.82	940.4	970.2
6.83	11.04	9.81	940.5	970.0
6.84	11.03	9.8	940.9	970.2
6.85	11.04	9.8	940.8	970.7
6.86	11.05	9.8	941.8	971.1
6.87	11.06	9.8	941.3	971.2
6.88	11.06	9.79	942.1	971.8
6.89	11.04	9.78	941.7	971.8
6.9	11.04	9.76	942.0	971.8
6.91	11.03	9.75	941.7	972.8
6.92	11.04	9.75	942.2	972.8
6.93	11.04	9.74	941.8	973.1
6.94	11.05	9.74	942.7	972.9
6.95	11.05	9.74	942.3	973.8
