t[s]	U[V]	I[A]	Piro[C]	TC[C]
-0.01	-0.01	-0.01	698.0	642.5
0.0	9.34	16.08	642.5	698.0
0.01	10.54	18.04	642.2	697.9
0.02	10.82	18.47	642.5	697.8
0.03	10.9	18.59	642.6	697.7
0.04	10.94	18.61	642.3	697.6
0.05	10.97	18.61	642.5	697.7
0.06	10.97	18.6	642.4	697.7
0.07	10.99	18.57	642.5	697.9
0.08	11.0	18.57	642.3	697.6
0.09	11.01	18.58	642.4	697.6
0.1	11.01	18.51	642.2	697.7
0.11	11.01	18.5	642.2	697.8
0.12	11.01	18.48	642.4	697.7
0.13	11.02	18.47	642.5	697.8
0.14	11.02	18.45	642.6	697.9
0.15	11.02	18.43	642.5	697.7
0.16	11.0	18.41	642.5	697.8
0.17	11.02	18.39	642.8	697.8
0.18	11.01	18.37	642.4	697.8
0.19	11.02	18.36	642.6	697.8
0.2	11.01	18.35	642.3	697.6
0.21	11.02	18.34	642.5	697.6
0.22	11.03	18.34	642.6	697.7
0.23	11.02	18.31	642.5	697.7
0.24	11.01	18.3	642.4	697.8
0.25	11.02	18.28	642.5	697.9
0.26	11.01	18.26	642.4	697.9
0.27	11.02	18.25	642.4	697.8
0.28	11.02	18.23	642.3	697.7
0.29	11.02	18.22	642.4	697.6
0.3	11.02	18.2	642.4	697.7
0.31	11.03	18.19	642.4	697.7
0.32	11.03	18.18	642.5	697.7
0.33	11.03	18.17	642.4	697.8
0.34	11.04	18.15	642.6	697.6
0.35	11.04	18.11	642.7	697.6
0.36	11.03	18.08	642.5	697.8
0.37	11.03	18.07	642.5	697.7
0.38	11.02	18.05	642.5	697.7
0.39	11.01	18.03	642.4	697.8
0.4	11.02	18.02	642.3	697.9
0.41	11.02	18.01	642.9	697.7
0.42	11.02	18.0	642.7	697.8
0.43	11.02	17.99	642.5	697.8
0.44	11.02	17.97	642.4	697.9
0.45	11.02	17.97	642.8	697.9
0.46	11.02	17.95	642.5	697.7
0.47	11.02	17.93	642.5	697.8
0.48	11.03	17.93	642.6	697.7
0.49	11.01	17.9	642.4	697.7
0.5	11.01	17.88	642.5	697.9
0.51	11.01	17.86	642.5	697.8
0.52	11.03	17.86	642.7	697.6
0.53	11.02	17.86	642.5	697.6
0.54	11.04	17.84	642.4	697.8
0.55	11.02	17.81	642.5	697.6
0.56	11.02	17.8	642.3	697.9
0.57	11.01	17.78	642.6	697.8
0.58	11.02	17.75	642.4	697.7
0.59	11.02	17.74	642.5	697.7
0.6	11.03	17.73	642.4	697.9
0.61	11.03	17.72	642.4	697.6
0.62	11.03	17.7	642.7	697.7
0.63	11.02	17.68	642.7	697.7
0.64	11.03	17.66	642.2	697.7
0.65	11.02	17.65	642.6	697.9
0.66	11.03	17.63	642.5	697.9
0.67	11.02	17.62	642.4	697.8
0.68	11.04	17.62	642.5	697.8
0.69	11.02	17.6	642.4	697.7
0.7	11.02	17.58	642.3	697.6
0.71	11.02	17.57	642.9	697.8
0.72	11.02	17.55	642.4	697.8
0.73	11.02	17.54	642.3	697.8
0.74	11.03	17.55	642.4	697.8
0.75	11.03	17.52	642.5	697.8
0.76	11.02	17.5	642.4	697.9
0.77	11.02	17.48	642.3	697.9
0.78	11.02	17.47	642.8	697.7
0.79	11.03	17.45	642.5	697.8
0.8	11.04	17.46	642.6	697.9
0.81	11.02	17.42	642.4	697.7
0.82	11.02	17.41	642.6	697.9
0.83	11.02	17.39	642.5	697.8
0.84	11.03	17.4	642.4	697.8
0.85	11.03	17.38	642.5	697.8
0.86	11.03	17.35	642.3	697.6
0.87	11.03	17.34	642.4	697.7
0.88	11.03	17.33	642.5	697.8
0.89	11.04	17.33	642.6	697.9
0.9	11.02	17.3	642.5	697.8
0.91	11.03	17.29	642.5	697.7
0.92	11.02	17.27	642.4	697.6
0.93	11.02	17.24	642.5	697.8
0.94	11.03	17.24	642.4	697.8
0.95	11.02	17.22	642.5	697.6
0.96	11.01	17.16	642.6	697.7
0.97	11.02	17.15	642.5	697.8
0.98	11.03	17.16	642.6	697.7
0.99	11.03	17.13	642.2	697.8
1.0	11.03	17.11	642.3	697.8
1.01	11.04	17.11	642.7	697.8
1.02	11.03	17.08	642.5	697.8
1.03	11.02	17.05	642.4	697.7
1.04	11.02	17.05	642.4	697.6
1.05	11.03	17.05	642.6	697.6
1.06	11.02	17.02	642.6	697.8
1.07	11.02	17.01	642.4	697.8
1.08	11.02	17.0	642.6	698.0
