t[s]	U[V]	I[A]	Piro[C]	TC[C]
2.76	11.04	14.48	697.6	646.3
2.77	11.04	14.47	698.0	647.4
2.78	11.05	14.47	697.9	649.9
2.79	11.03	14.43	697.7	651.8
2.8	11.02	14.41	697.6	653.1
2.81	11.03	14.42	697.9	654.3
2.82	11.02	14.39	697.8	656.5
2.83	11.04	14.37	697.8	657.2
2.84	11.04	14.36	697.7	658.9
2.85	11.03	14.35	697.6	660.7
2.86	11.04	14.33	697.8	661.8
2.87	11.03	14.31	698.0	663.8
2.88	11.03	14.3	697.6	664.8
2.89	11.03	14.28	697.6	666.2
2.9	11.01	14.26	697.7	667.7
2.91	11.03	14.25	697.6	668.7
2.92	11.01	14.23	697.8	669.1
2.93	11.02	14.23	697.7	670.6
2.94	11.03	14.22	698.0	672.0
2.95	11.05	14.21	697.8	673.5
2.96	11.05	14.2	697.5	674.3
2.97	11.05	14.18	697.8	674.8
2.98	11.01	14.15	697.9	676.9
2.99	11.04	14.14	697.6	677.4
3.0	11.04	14.13	697.7	678.4
3.01	11.05	14.11	697.9	679.5
3.02	11.04	14.1	699.2	680.7
3.03	11.04	14.08	701.3	681.6
3.04	11.04	14.07	702.3	682.1
3.05	11.03	14.04	702.5	683.4
3.06	11.04	14.04	703.5	684.6
3.07	11.04	14.03	706.5	685.0
3.08	11.03	14.0	707.9	686.0
3.09	11.04	14.0	709.2	687.4
3.1	11.03	13.98	708.0	688.6
3.11	11.03	13.96	711.7	690.3
3.12	11.04	13.96	712.7	691.5
3.13	11.03	13.94	713.9	692.5
3.14	11.04	13.94	713.1	693.7
3.15	11.04	13.92	716.9	694.8
3.16	11.05	13.91	717.7	696.2
3.17	11.05	13.89	718.6	697.4
3.18	11.05	13.87	718.6	699.0
3.19	11.03	13.86	722.2	700.4
3.2	11.04	13.84	722.6	701.8
3.21	11.03	13.82	724.0	703.2
3.22	11.04	13.81	723.8	704.8
3.23	11.04	13.8	726.1	706.0
3.24	11.05	13.79	728.0	707.3
3.25	11.04	13.78	729.0	708.6
3.26	11.05	13.77	729.0	709.5
3.27	11.06	13.75	730.4	710.9
3.28	11.04	13.73	732.5	712.2
3.29	11.05	13.71	733.1	713.0
3.3	11.05	13.69	733.8	714.3
3.31	11.03	13.67	734.4	715.7
3.32	11.02	13.65	736.9	717.2
3.33	11.02	13.63	738.2	718.3
3.34	11.03	13.62	738.8	719.7
3.35	11.04	13.62	738.5	721.0
3.36	11.04	13.6	741.5	722.0
3.37	11.03	13.59	742.7	723.3
3.38	11.03	13.58	743.4	724.3
3.39	11.03	13.56	743.3	725.3
3.4	11.02	13.54	746.3	726.9
3.41	11.03	13.54	747.0	727.6
3.42	11.03	13.53	747.9	728.9
3.43	11.04	13.51	747.9	730.3
3.44	11.02	13.48	750.6	731.4
3.45	11.02	13.48	751.8	732.7
3.46	11.05	13.48	753.0	734.0
3.47	11.04	13.47	753.1	735.0
3.48	11.05	13.45	754.9	735.9
3.49	11.03	13.42	756.7	736.6
3.5	11.04	13.42	756.9	737.5
3.51	11.04	13.4	757.3	737.9
3.52	11.03	13.37	758.8	739.4
3.53	11.03	13.36	760.6	740.0
3.54	11.03	13.35	762.0	740.9
3.55	11.04	13.34	762.8	741.8
3.56	11.03	13.33	762.4	742.6
3.57	11.04	13.31	765.6	743.8
3.58	11.05	13.3	766.1	744.6
3.59	11.03	13.27	766.8	745.5
3.6	11.02	13.26	766.7	746.5
3.61	11.06	13.27	769.3	747.8
3.62	11.03	13.24	770.0	748.9
3.63	11.04	13.23	770.6	749.7
3.64	11.03	13.21	770.5	750.9
3.65	11.03	13.2	773.1	752.0
3.66	11.03	13.19	774.4	753.4
3.67	11.03	13.17	775.5	754.1
3.68	11.04	13.17	775.9	755.3
3.69	11.02	13.14	777.2	756.8
3.7	11.03	13.14	778.4	757.5
3.71	11.04	13.13	779.4	758.5
3.72	11.04	13.11	780.2	759.8
3.73	11.03	13.08	780.9	760.5
3.74	11.03	13.07	783.0	762.2
3.75	11.03	13.06	783.5	763.0
3.76	11.03	13.05	784.3	764.1
3.77	11.04	13.04	784.8	765.3
3.78	11.04	13.03	786.5	766.3
3.79	11.04	13.02	787.9	767.0
3.8	11.03	12.99	788.2	768.2
3.81	11.02	12.97	788.2	768.5
3.82	11.04	12.97	791.1	769.8
3.83	11.04	12.96	791.5	770.7
3.84	11.05	12.96	792.5	771.5
3.85	11.04	12.93	792.7	772.5
3.86	11.03	12.91	794.4	773.3
3.87	11.03	12.9	795.4	773.7
3.88	11.04	12.89	796.5	774.9
3.89	11.03	12.88	796.9	775.3
3.9	11.04	12.87	798.3	776.5
3.91	11.02	12.84	799.3	776.9
3.92	11.04	12.84	799.8	777.9
3.93	11.03	12.83	800.5	779.0
3.94	11.04	12.81	801.8	780.1
3.95	11.03	12.8	802.9	781.2
3.96	11.03	12.78	803.6	782.1
3.97	11.03	12.77	804.3	782.1
3.98	11.02	12.75	805.1	783.4
3.99	11.03	12.74	806.1	784.6
4.0	11.04	12.74	807.5	785.6
4.01	11.03	12.72	808.6	786.1
4.02	11.03	12.7	808.4	787.2
4.03	11.02	12.69	810.2	788.0
4.04	11.03	12.67	810.7	789.3
4.05	11.04	12.68	811.6	790.0
4.06	11.04	12.65	811.6	790.9
4.07	11.02	12.63	813.7	791.8
4.08	11.04	12.63	814.7	793.0
4.09	11.02	12.6	814.9	793.4
4.1	11.04	12.61	815.7	795.2
4.11	11.04	12.59	816.8	795.3
4.12	11.04	12.57	817.9	796.4
4.13	11.03	12.56	818.9	797.1
4.14	11.03	12.55	819.1	797.7
4.15	11.04	12.55	820.6	798.4
4.16	11.04	12.53	821.7	799.1
4.17	11.04	12.51	822.6	799.3
4.18	11.03	12.51	823.0	800.2
4.19	11.04	12.49	824.1	800.9
4.2	11.03	12.48	825.3	801.5
4.21	11.04	12.47	826.0	802.1
4.22	11.03	12.45	827.1	803.3
4.23	11.04	12.45	827.4	804.0
4.24	11.04	12.43	828.8	804.9
4.25	11.03	12.41	829.4	805.8
4.26	11.03	12.4	830.2	806.8
4.27	11.04	12.39	830.6	807.5
4.28	11.04	12.39	832.2	808.6
4.29	11.04	12.36	832.6	809.3
4.3	11.03	12.35	833.4	810.4
4.31	11.03	12.34	834.1	811.2
4.32	11.04	12.33	835.1	811.9
4.33	11.04	12.31	836.1	812.7
4.34	11.03	12.3	836.4	813.5
4.35	11.05	12.3	836.9	813.9
4.36	11.05	12.29	837.8	815.3
4.37	11.03	12.26	838.9	815.5
4.38	11.05	12.26	840.0	816.5
4.39	11.04	12.24	841.0	817.0
4.4	11.04	12.23	841.6	817.6
4.41	11.03	12.22	842.8	818.2
4.42	11.02	12.19	843.5	818.8
4.43	11.03	12.18	844.0	819.4
4.44	11.04	12.18	844.1	820.3
4.45	11.04	12.16	845.0	820.7
4.46	11.03	12.15	846.7	822.0
4.47	11.03	12.14	847.2	822.4
4.48	11.04	12.14	848.3	823.4
4.49	11.04	12.12	848.8	824.0
4.5	11.03	12.1	849.8	825.0
4.51	11.04	12.1	849.9	825.8
4.52	11.03	12.09	851.0	827.0
4.53	11.03	12.07	851.4	827.2
4.54	11.04	12.06	853.1	828.2
4.55	11.03	12.05	853.3	829.1
4.56	11.03	12.03	854.2	829.8
4.57	11.03	12.02	854.6	830.4
4.58	11.03	12.01	855.8	831.5
4.59	11.04	12.01	856.1	832.0
4.6	11.04	11.99	857.0	832.6
4.61	11.04	11.98	857.4	833.2
4.62	11.05	11.97	858.0	833.6
4.63	11.05	11.96	859.4	834.2
4.64	11.04	11.94	860.4	834.6
4.65	11.04	11.93	861.2	834.8
4.66	11.04	11.92	861.6	836.0
4.67	11.04	11.91	862.3	836.5
4.68	11.04	11.9	863.4	837.7
4.69	11.03	11.88	863.6	838.0
4.7	11.03	11.87	863.8	838.9
4.71	11.03	11.85	865.4	839.5
4.72	11.04	11.85	866.1	840.4
4.73	11.03	11.83	866.6	841.1
4.74	11.03	11.83	866.9	842.4
4.75	11.04	11.83	868.2	842.4
4.76	11.03	11.8	869.0	843.4
4.77	11.03	11.79	869.6	844.3
4.78	11.04	11.79	869.8	845.4
4.79	11.03	11.77	870.8	845.8
4.8	11.04	11.76	871.8	846.7
4.81	11.02	11.74	872.4	846.9
4.82	11.05	11.74	872.7	847.7
4.83	11.03	11.73	873.4	847.6
4.84	11.03	11.71	875.0	848.1
4.85	11.04	11.71	875.4	848.9
4.86	11.05	11.7	876.7	849.4
4.87	11.04	11.69	876.7	849.8
4.88	11.04	11.67	877.7	850.9
4.89	11.04	11.65	878.7	851.1
4.9	11.04	11.65	878.9	852.0
4.91	11.05	11.64	879.2	852.7
4.92	11.04	11.63	880.1	853.5
4.93	11.04	11.62	880.7	854.0
4.94	11.04	11.6	881.6	855.1
4.95	11.04	11.6	881.9	855.4
4.96	11.04	11.59	882.9	856.3
4.97	11.04	11.57	883.8	856.7
4.98	11.03	11.56	884.3	857.5
4.99	11.03	11.55	884.4	858.0
5.0	11.04	11.54	885.5	859.0
5.01	11.05	11.54	886.5	859.3
5.02	11.03	11.52	887.3	859.8
5.03	11.03	11.51	887.6	860.3
5.04	11.03	11.5	887.6	860.5
5.05	11.05	11.5	889.1	861.0
5.06	11.03	11.48	890.0	862.2
5.07	11.04	11.46	890.0	862.2
5.08	11.04	11.47	890.3	863.6
5.09	11.04	11.45	891.7	863.9
5.1	11.03	11.43	892.2	864.8
5.11	11.05	11.42	893.1	865.1
5.12	11.04	11.42	893.2	865.9
5.13	11.03	11.4	894.3	866.0
5.14	11.03	11.39	894.7	866.7
5.15	11.03	11.38	895.4	867.6
5.16	11.03	11.37	895.6	868.0
5.17	11.05	11.36	896.2	868.6
5.18	11.03	11.35	897.1	869.3
5.19	11.04	11.34	897.4	869.6
5.2	11.05	11.33	897.6	870.4
5.21	11.04	11.32	898.7	870.5
5.22	11.05	11.32	899.9	870.9
5.23	11.04	11.3	900.1	871.4
5.24	11.03	11.29	900.6	872.1
5.25	11.04	11.29	901.1	872.2
5.26	11.04	11.27	902.0	873.3
5.27	11.03	11.27	902.4	873.4
5.28	11.04	11.25	902.9	874.6
5.29	11.03	11.24	902.9	875.0
5.3	11.04	11.23	904.5	875.7
5.31	11.03	11.21	904.9	876.0
5.32	11.04	11.21	905.2	877.3
5.33	11.04	11.19	905.5	877.2
5.34	11.04	11.19	906.6	878.4
5.35	11.03	11.17	907.4	878.5
5.36	11.02	11.16	907.7	879.2
5.37	11.04	11.16	908.0	879.8
5.38	11.03	11.14	908.9	880.1
5.39	11.03	11.13	909.4	880.5
5.4	11.05	11.13	910.1	880.8
5.41	11.03	11.11	909.9	881.2
5.42	11.05	11.11	910.6	881.9
5.43	11.04	11.1	911.6	882.2
5.44	11.04	11.08	912.0	882.8
5.45	11.05	11.09	912.9	883.1
5.46	11.04	11.06	913.1	883.9
5.47	11.04	11.05	913.6	884.1
5.48	11.06	11.06	914.5	885.4
5.49	11.04	11.04	914.4	885.4
5.5	11.03	11.02	915.2	886.0
5.51	11.03	11.01	916.4	886.6
5.52	11.04	11.01	916.8	887.1
5.53	11.03	11.0	916.8	887.4
5.54	11.03	10.98	917.3	888.3
5.55	11.04	10.99	918.2	888.1
5.56	11.03	10.96	919.1	889.0
5.57	11.04	10.96	919.0	889.3
5.58	11.04	10.96	919.2	889.3
5.59	11.04	10.94	920.2	889.9
5.6	11.05	10.95	920.9	890.5
5.61	11.04	10.93	921.4	890.7
5.62	11.02	10.9	921.6	891.6
5.63	11.04	10.9	922.0	891.6
5.64	11.04	10.9	923.5	892.6
5.65	11.04	10.89	923.8	893.0
5.66	11.03	10.88	924.1	893.5
5.67	11.04	10.86	924.0	893.9
5.68	11.04	10.86	924.6	894.6
5.69	11.04	10.85	925.1	895.0
5.7	11.04	10.84	925.9	895.7
5.71	11.06	10.84	926.2	896.2
5.72	11.04	10.82	926.6	896.8
5.73	11.04	10.8	927.3	897.3
5.74	11.03	10.79	928.1	897.5
5.75	11.04	10.79	928.5	897.7
5.76	11.06	10.79	928.8	898.3
5.77	11.03	10.77	929.7	898.4
5.78	11.02	10.75	930.5	899.2
5.79	11.04	10.75	930.8	899.3
5.8	11.04	10.75	930.8	900.2
5.81	11.04	10.75	932.2	900.7
5.82	11.03	10.73	931.8	901.0
5.83	11.03	10.72	932.2	901.2
5.84	11.03	10.71	932.6	902.0
5.85	11.04	10.7	933.9	902.0
5.86	11.04	10.69	934.1	902.9
5.87	11.04	10.68	934.0	903.2
5.88	11.04	10.67	934.2	903.7
5.89	11.04	10.66	935.3	903.9
5.9	11.03	10.65	935.5	904.6
5.91	11.04	10.64	936.1	904.7
5.92	11.04	10.64	936.3	905.2
5.93	11.04	10.63	936.6	905.2
5.94	11.06	10.63	937.3	905.7
5.95	11.04	10.61	937.8	905.8
5.96	11.05	10.61	938.2	906.3
5.97	11.04	10.6	939.0	906.7
5.98	11.05	10.59	939.5	907.5
