t[s]	U[V]	I[A]	Piro[C]	TC[C]
2.13	11.06	15.52	704.1	646.9
2.14	11.06	15.5	704.1	646.8
2.15	11.06	15.49	704.1	647.0
2.16	11.06	15.48	704.1	646.7
2.17	11.06	15.45	704.1	646.8
2.18	11.06	15.44	704.2	646.8
2.19	11.06	15.43	704.1	647.0
2.2	11.06	15.42	704.1	646.6
2.21	11.06	15.4	704.1	646.9
2.22	11.05	15.38	704.1	646.8
2.23	11.06	15.37	704.0	646.7
2.24	11.06	15.36	704.1	647.0
2.25	11.06	15.34	704.2	646.8
2.26	11.06	15.33	704.2	646.7
2.27	11.04	15.31	704.1	647.0
2.28	11.06	15.3	704.1	646.9
2.29	11.06	15.28	704.0	646.6
2.3	11.05	15.26	704.1	646.6
2.31	11.06	15.25	704.1	646.8
2.32	11.06	15.24	704.1	647.0
2.33	11.06	15.22	704.1	646.8
2.34	11.06	15.21	704.1	647.0
2.35	11.05	15.19	704.0	646.9
2.36	11.05	15.17	704.1	646.8
2.37	11.06	15.15	704.1	646.7
2.38	11.06	15.15	704.1	646.9
2.39	11.06	15.13	704.1	646.8
2.4	11.06	15.12	704.0	646.6
2.41	11.06	15.1	704.1	646.8
2.42	11.05	15.08	704.2	646.9
2.43	11.06	15.06	704.0	646.8
2.44	11.07	15.07	704.1	646.9
2.45	11.07	15.06	704.1	647.0
2.46	11.06	15.02	704.0	646.7
2.47	11.06	15.01	704.1	646.9
2.48	11.06	14.99	704.1	646.8
2.49	11.05	14.97	704.0	647.0
2.5	11.05	14.96	704.1	646.9
2.51	11.07	14.96	704.1	646.8
2.52	11.05	14.93	704.1	646.8
2.53	11.06	14.92	704.1	646.9
2.54	11.05	14.9	704.0	647.0
2.55	11.05	14.89	704.1	648.7
2.56	11.05	14.87	704.1	649.1
2.57	11.06	14.87	704.0	651.4
2.58	11.07	14.85	704.1	653.5
2.59	11.05	14.83	704.1	654.9
2.6	11.07	14.83	704.1	657.0
2.61	11.05	14.81	704.1	658.4
2.62	11.06	14.79	704.1	659.9
2.63	11.04	14.76	704.0	661.2
2.64	11.06	14.75	704.1	663.3
2.65	11.06	14.75	704.1	664.6
2.66	11.08	14.74	704.0	666.6
2.67	11.06	14.72	704.1	668.4
2.68	11.06	14.7	704.1	669.4
2.69	11.06	14.68	704.0	671.4
2.7	11.07	14.67	704.1	672.4
2.71	11.05	14.65	704.2	674.4
2.72	11.05	14.63	704.2	675.4
2.73	11.06	14.62	704.1	677.2
2.74	11.05	14.6	704.1	679.3
2.75	11.05	14.6	704.2	680.9
2.76	11.06	14.59	704.4	681.8
2.77	11.06	14.57	705.5	683.4
2.78	11.08	14.57	706.8	684.2
2.79	11.05	14.53	707.8	685.4
2.8	11.05	14.51	707.8	686.4
2.81	11.06	14.52	712.0	687.5
2.82	11.05	14.49	713.4	688.4
2.83	11.06	14.47	714.4	689.7
2.84	11.06	14.46	714.5	691.0
2.85	11.06	14.45	716.9	691.4
2.86	11.04	14.43	719.2	693.0
2.87	11.04	14.41	720.5	694.2
2.88	11.05	14.4	722.0	695.5
2.89	11.05	14.38	722.1	696.9
2.9	11.04	14.36	725.3	697.9
2.91	11.04	14.35	726.6	698.9
2.92	11.05	14.33	727.4	699.9
2.93	11.06	14.33	727.5	701.2
2.94	11.07	14.33	730.1	701.9
2.95	11.08	14.31	731.9	703.0
2.96	11.08	14.3	733.0	704.1
2.97	11.07	14.28	733.9	705.2
2.98	11.05	14.25	735.2	707.2
2.99	11.07	14.25	737.4	708.1
3.0	11.06	14.23	738.2	709.6
3.01	11.07	14.22	739.9	711.0
3.02	11.07	14.2	739.8	712.2
3.03	11.07	14.18	742.4	713.7
3.04	11.05	14.17	744.2	715.1
3.05	11.05	14.15	745.2	716.2
3.06	11.05	14.14	746.1	717.9
3.07	11.06	14.13	747.1	719.5
3.08	11.06	14.11	749.9	720.3
3.09	11.05	14.1	750.4	722.4
3.1	11.05	14.09	751.8	723.4
3.11	11.06	14.07	752.0	725.0
3.12	11.06	14.06	754.1	726.2
3.13	11.06	14.05	756.3	727.2
3.14	11.06	14.04	757.2	728.8
3.15	11.07	14.03	758.2	730.3
3.16	11.08	14.01	758.7	731.0
3.17	11.07	13.99	761.3	733.0
3.18	11.06	13.98	762.2	733.9
3.19	11.06	13.96	763.3	735.4
3.2	11.06	13.94	763.2	736.5
3.21	11.06	13.93	766.2	738.3
3.22	11.07	13.91	767.4	738.8
3.23	11.07	13.91	768.5	740.2
3.24	11.07	13.89	769.4	741.5
3.25	11.08	13.89	770.9	742.7
3.26	11.08	13.87	772.9	743.7
3.27	11.07	13.86	773.9	744.2
3.28	11.07	13.83	774.8	745.2
3.29	11.07	13.82	775.3	746.6
3.3	11.06	13.8	778.0	747.1
3.31	11.05	13.77	778.5	747.9
3.32	11.04	13.75	779.7	748.8
3.33	11.03	13.74	779.6	750.3
3.34	11.05	13.73	781.2	751.3
3.35	11.06	13.72	783.6	752.4
3.36	11.05	13.7	784.6	752.9
3.37	11.06	13.69	785.8	754.1
3.38	11.05	13.68	786.1	755.2
3.39	11.05	13.66	788.4	756.4
3.4	11.05	13.64	789.6	757.3
3.41	11.06	13.64	790.6	759.0
3.42	11.07	13.63	791.7	759.6
3.43	11.06	13.62	791.8	761.2
3.44	11.05	13.58	794.6	762.0
3.45	11.05	13.58	795.2	763.4
3.46	11.07	13.59	796.4	764.5
3.47	11.06	13.57	796.9	766.0
3.48	11.08	13.56	798.6	766.8
3.49	11.06	13.53	799.7	768.5
3.5	11.08	13.53	800.8	769.0
3.51	11.06	13.5	801.6	770.2
3.52	11.06	13.48	801.9	771.0
3.53	11.05	13.46	804.4	772.4
3.54	11.05	13.45	805.2	772.9
3.55	11.07	13.44	806.9	774.5
3.56	11.05	13.43	807.2	775.3
3.57	11.06	13.41	807.9	776.6
3.58	11.06	13.41	810.0	777.2
3.59	11.05	13.38	810.8	777.9
3.6	11.05	13.37	811.6	778.6
3.61	11.08	13.38	812.1	779.6
3.62	11.05	13.35	814.2	780.1
3.63	11.06	13.34	815.0	781.6
3.64	11.05	13.31	816.4	782.0
3.65	11.05	13.3	816.7	783.3
3.66	11.05	13.29	818.2	783.8
3.67	11.06	13.27	819.8	784.8
3.68	11.07	13.28	820.5	785.7
3.69	11.05	13.24	821.8	787.2
3.7	11.06	13.25	821.8	788.0
3.71	11.07	13.23	823.9	789.2
3.72	11.06	13.22	824.6	789.7
3.73	11.06	13.19	826.0	791.0
3.74	11.06	13.18	826.6	791.9
3.75	11.06	13.17	827.0	793.2
3.76	11.06	13.16	828.9	793.8
3.77	11.07	13.15	829.8	795.4
3.78	11.06	13.13	830.5	796.1
3.79	11.07	13.12	831.0	797.7
3.8	11.05	13.1	832.6	798.2
3.81	11.06	13.08	834.0	799.2
3.82	11.05	13.07	834.7	799.9
3.83	11.06	13.07	835.5	801.1
3.84	11.07	13.06	836.1	801.4
3.85	11.06	13.03	838.0	802.2
3.86	11.04	13.01	838.9	802.9
3.87	11.05	13.0	840.0	803.8
3.88	11.05	12.99	840.1	804.4
3.89	11.06	12.98	842.0	805.2
3.9	11.06	12.98	843.1	805.5
3.91	11.05	12.95	844.0	807.2
3.92	11.05	12.94	845.1	807.8
3.93	11.05	12.93	845.0	808.9
3.94	11.06	12.92	847.2	809.9
3.95	11.06	12.91	848.0	811.1
3.96	11.05	12.88	848.7	811.7
3.97	11.05	12.87	848.7	813.3
3.98	11.06	12.86	850.2	813.4
3.99	11.05	12.84	851.5	814.7
4.0	11.07	12.84	852.1	815.1
4.01	11.06	12.82	852.9	816.3
4.02	11.06	12.81	853.2	817.0
4.03	11.06	12.8	855.1	818.0
4.04	11.06	12.78	856.1	818.8
4.05	11.06	12.78	857.1	819.7
4.06	11.06	12.76	857.7	820.0
4.07	11.05	12.74	858.4	820.7
4.08	11.06	12.73	859.9	821.4
4.09	11.04	12.71	860.2	822.5
4.1	11.07	12.72	860.6	822.8
4.11	11.05	12.7	861.0	824.1
4.12	11.05	12.68	862.7	824.5
4.13	11.05	12.67	864.1	825.5
4.14	11.05	12.65	865.0	826.0
4.15	11.06	12.65	865.3	827.5
4.16	11.06	12.63	865.3	828.0
4.17	11.06	12.62	867.2	829.4
4.18	11.06	12.61	868.2	829.6
4.19	11.06	12.59	868.7	830.7
4.2	11.06	12.59	869.4	831.4
4.21	11.06	12.57	870.3	832.4
4.22	11.05	12.55	871.8	833.0
4.23	11.06	12.55	872.5	834.2
4.24	11.06	12.54	873.4	834.4
4.25	11.05	12.51	873.6	835.7
4.26	11.06	12.51	874.8	836.2
4.27	11.07	12.5	875.7	836.8
4.28	11.06	12.49	876.4	837.2
4.29	11.06	12.47	877.2	838.0
4.3	11.06	12.45	877.8	838.4
4.31	11.06	12.44	879.3	839.4
4.32	11.06	12.43	879.8	839.8
4.33	11.05	12.42	880.8	841.2
4.34	11.05	12.4	881.4	841.4
4.35	11.07	12.4	881.5	842.8
4.36	11.06	12.39	883.0	843.2
4.37	11.06	12.36	883.8	844.4
4.38	11.06	12.36	884.5	845.1
4.39	11.05	12.34	885.0	846.2
4.4	11.06	12.33	886.2	846.9
4.41	11.06	12.32	887.3	847.8
4.42	11.04	12.3	888.0	848.3
4.43	11.05	12.28	888.5	849.3
4.44	11.06	12.29	888.7	849.6
4.45	11.06	12.27	890.4	850.3
4.46	11.05	12.26	891.0	850.6
4.47	11.06	12.24	891.9	851.6
4.48	11.06	12.24	892.4	851.8
4.49	11.06	12.23	893.5	852.5
4.5	11.05	12.21	894.2	853.1
4.51	11.07	12.2	895.1	854.2
4.52	11.06	12.19	895.7	854.4
4.53	11.07	12.18	895.9	855.7
4.54	11.06	12.17	897.0	856.0
4.55	11.06	12.15	897.9	857.3
4.56	11.05	12.13	898.8	857.6
4.57	11.06	12.12	899.0	858.7
4.58	11.05	12.11	899.2	859.2
4.59	11.06	12.11	900.7	860.3
4.6	11.07	12.09	901.2	860.4
4.61	11.05	12.08	902.2	861.7
4.62	11.07	12.07	902.9	861.9
4.63	11.06	12.06	903.3	862.4
4.64	11.06	12.05	904.5	863.0
4.65	11.05	12.03	905.0	863.7
4.66	11.06	12.02	905.4	863.9
4.67	11.05	12.01	906.2	865.3
4.68	11.06	12.0	906.8	865.3
4.69	11.05	11.99	907.7	866.4
4.7	11.06	11.97	908.6	866.8
4.71	11.05	11.95	909.7	867.7
4.72	11.06	11.95	909.2	868.2
4.73	11.05	11.93	910.6	869.1
4.74	11.06	11.93	910.6	869.5
4.75	11.06	11.93	912.2	870.4
4.76	11.05	11.9	912.3	870.7
4.77	11.06	11.89	913.4	871.7
4.78	11.06	11.89	914.2	871.9
4.79	11.05	11.87	914.8	872.6
4.8	11.06	11.86	915.8	872.9
4.81	11.06	11.84	915.2	873.5
4.82	11.06	11.84	917.2	873.7
4.83	11.06	11.83	917.8	875.0
4.84	11.06	11.81	918.3	875.3
4.85	11.06	11.81	918.6	876.4
4.86	11.06	11.79	920.1	876.6
4.87	11.06	11.79	920.8	877.6
4.88	11.06	11.77	921.3	877.7
4.89	11.05	11.75	921.4	879.0
4.9	11.06	11.75	921.6	879.4
4.91	11.06	11.74	922.9	880.3
4.92	11.05	11.73	923.3	880.7
4.93	11.06	11.72	924.4	881.6
4.94	11.04	11.7	924.0	881.8
4.95	11.06	11.7	924.7	882.8
4.96	11.06	11.69	925.6	882.9
4.97	11.05	11.67	926.7	883.5
4.98	11.05	11.66	926.8	883.9
4.99	11.05	11.65	927.3	884.5
5.0	11.04	11.64	928.2	885.0
5.01	11.06	11.63	929.4	885.7
5.02	11.06	11.62	929.5	885.9
5.03	11.06	11.6	930.6	887.2
5.04	11.05	11.59	930.3	887.1
5.05	11.07	11.59	931.7	888.2
5.06	11.06	11.57	932.0	888.3
5.07	11.06	11.56	932.6	889.3
5.08	11.06	11.56	933.4	889.7
5.09	11.06	11.54	933.9	890.5
5.1	11.05	11.52	934.8	890.6
5.11	11.07	11.52	935.3	891.6
5.12	11.06	11.51	936.2	891.2
5.13	11.06	11.5	936.1	892.4
5.14	11.06	11.49	936.6	892.3
5.15	11.06	11.47	937.6	893.0
5.16	11.06	11.46	938.0	893.4
5.17	11.06	11.46	938.5	894.4
5.18	11.04	11.44	939.0	894.5
5.19	11.05	11.43	940.0	895.7
5.2	11.05	11.43	940.4	895.7
5.21	11.05	11.41	941.2	896.9
5.22	11.07	11.42	941.1	897.1
5.23	11.07	11.4	941.9	898.0
5.24	11.06	11.38	943.1	898.2
5.25	11.07	11.38	943.6	899.0
5.26	11.05	11.36	944.8	899.6
5.27	11.07	11.36	944.6	900.1
5.28	11.05	11.34	945.4	900.0
5.29	11.06	11.33	946.0	900.9
5.3	11.06	11.32	946.3	901.0
5.31	11.05	11.3	946.6	902.1
5.32	11.07	11.31	947.4	902.4
5.33	11.05	11.29	948.0	902.9
5.34	11.07	11.28	948.2	903.1
5.35	11.06	11.27	948.7	904.2
5.36	11.05	11.25	949.4	904.2
5.37	11.05	11.25	950.5	905.5
5.38	11.06	11.23	950.2	905.3
5.39	11.05	11.23	951.1	906.1
5.4	11.07	11.23	951.1	906.2
5.41	11.06	11.21	951.8	907.0
5.42	11.06	11.2	952.7	907.5
5.43	11.05	11.19	953.6	907.9
5.44	11.05	11.18	953.4	907.9
5.45	11.07	11.18	954.2	908.7
5.46	11.05	11.15	954.8	908.3
5.47	11.05	11.14	955.4	909.3
5.48	11.06	11.15	956.6	909.6
5.49	11.05	11.13	956.0	910.3
5.5	11.05	11.11	956.7	910.5
5.51	11.04	11.1	957.5	911.4
5.52	11.06	11.1	957.8	911.3
5.53	11.06	11.1	958.0	912.2
5.54	11.05	11.08	958.3	912.5
5.55	11.06	11.08	959.2	913.4
5.56	11.06	11.05	959.6	913.4
5.57	11.06	11.05	961.0	914.2
5.58	11.08	11.05	960.7	914.5
5.59	11.05	11.03	961.0	914.8
5.6	11.08	11.04	961.8	915.1
5.61	11.07	11.02	962.5	916.0
5.62	11.05	10.99	963.1	915.9
5.63	11.06	10.99	962.8	916.8
5.64	11.06	10.99	963.9	916.9
5.65	11.06	10.98	964.3	917.9
5.66	11.06	10.97	965.1	918.0
5.67	11.05	10.95	965.1	918.8
5.68	11.06	10.95	965.6	918.9
5.69	11.06	10.94	966.5	920.0
5.7	11.05	10.93	966.5	919.9
5.71	11.08	10.93	966.8	920.8
5.72	11.06	10.91	967.3	920.9
5.73	11.05	10.89	968.0	921.8
5.74	11.05	10.88	968.6	921.7
5.75	11.05	10.88	969.1	922.1
5.76	11.06	10.88	969.2	922.2
5.77	11.06	10.86	969.4	922.9
5.78	11.04	10.84	970.0	923.0
5.79	11.05	10.84	970.7	923.8
5.8	11.06	10.84	970.9	923.9
5.81	11.07	10.84	971.0	924.7
5.82	11.06	10.82	971.7	924.6
5.83	11.06	10.81	972.1	925.5
5.84	11.05	10.79	972.3	925.8
5.85	11.06	10.79	972.5	926.3
5.86	11.06	10.78	972.8	926.4
5.87	11.06	10.77	973.9	927.4
5.88	11.06	10.76	974.1	927.2
5.89	11.06	10.75	975.0	928.0
5.9	11.05	10.74	974.7	928.0
5.91	11.05	10.73	975.8	928.4
5.92	11.06	10.73	976.6	928.4
5.93	11.05	10.71	976.9	929.4
5.94	11.07	10.72	976.7	929.3
5.95	11.05	10.7	977.2	930.3
5.96	11.06	10.7	977.6	930.1
5.97	11.06	10.68	978.1	931.1
5.98	11.06	10.68	978.7	931.2
5.99	11.05	10.66	978.5	932.0
6.0	11.06	10.65	979.0	932.0
6.01	11.05	10.64	979.5	932.8
6.02	11.05	10.63	980.3	932.9
6.03	11.05	10.63	981.0	933.7
6.04	11.06	10.62	980.2	933.8
6.05	11.05	10.6	981.4	934.1
6.06	11.05	10.59	981.8	934.0
6.07	11.06	10.6	982.4	934.9
6.08	11.05	10.58	982.2	934.9
6.09	11.05	10.57	982.5	935.8
6.1	11.06	10.57	983.3	935.8
6.11	11.05	10.55	983.9	936.8
6.12	11.07	10.55	983.7	936.5
6.13	11.04	10.53	984.4	937.5
6.14	11.06	10.53	984.6	937.7
6.15	11.05	10.52	985.3	938.3
6.16	11.05	10.51	985.5	938.6
6.17	11.05	10.5	986.1	939.0
6.18	11.05	10.5	986.2	939.0
6.19	11.05	10.49	987.2	940.0
6.2	11.05	10.48	987.3	940.0
6.21	11.05	10.47	987.6	940.1
6.22	11.06	10.47	987.4	940.2
6.23	11.06	10.46	988.2	941.3
6.24	11.06	10.44	988.8	941.1
6.25	11.06	10.45	989.2	942.0
6.26	11.06	10.43	989.4	941.5
6.27	11.08	10.44	989.7	942.8
6.28	11.06	10.42	990.0	942.2
6.29	11.07	10.42	990.9	942.9
6.3	11.06	10.4	991.3	943.0
6.31	11.07	10.4	991.3	944.1
6.32	11.06	10.38	991.7	943.5
6.33	11.07	10.39	992.4	944.5
6.34	11.05	10.36	992.2	944.6
6.35	11.07	10.36	993.1	945.3
6.36	11.07	10.36	992.7	945.2
6.37	11.05	10.33	993.2	945.8
6.38	11.06	10.34	993.4	945.3
6.39	11.05	10.32	994.5	946.2
6.4	11.05	10.31	994.0	946.0
6.41	11.08	10.33	994.7	947.0
6.42	11.06	10.3	995.7	947.0
6.43	11.07	10.3	995.8	947.3
6.44	11.05	10.28	996.1	947.5
6.45	11.05	10.27	995.9	948.1
6.46	11.06	10.27	996.7	948.1
6.47	11.05	10.25	997.6	949.1
6.48	11.04	10.25	997.0	948.8
6.49	11.07	10.25	997.4	949.8
6.5	11.05	10.23	997.4	949.6
6.51	11.05	10.22	998.4	950.3
6.52	11.05	10.22	998.7	950.5
6.53	11.06	10.22	999.0	950.7
6.54	11.04	10.2	999.0	950.8
6.55	11.06	10.2	999.6	951.3
6.56	11.06	10.2	1000.2	951.3
6.57	11.06	10.18	1000.5	952.3
6.58	11.06	10.17	1001.0	951.8
6.59	11.06	10.17	1000.9	952.8
6.6	11.07	10.17	1001.4	952.8
6.61	11.07	10.15	1001.6	953.3
6.62	11.06	10.14	1001.7	953.5
6.63	11.06	10.13	1002.0	954.2
6.64	11.06	10.13	1002.2	954.0
6.65	11.07	10.13	1003.0	954.9
6.66	11.06	10.11	1002.8	954.7
6.67	11.05	10.1	1003.1	955.3
6.68	11.04	10.08	1002.9	955.3
6.69	11.06	10.09	1003.7	955.8
6.7	11.07	10.09	1004.5	955.7
6.71	11.07	10.09	1005.3	956.3
6.72	11.06	10.06	1004.8	956.2
6.73	11.05	10.05	1004.8	957.1
6.74	11.05	10.04	1005.4	957.1
6.75	11.05	10.04	1005.7	957.6
6.76	11.05	10.03	1006.2	957.7
6.77	11.07	10.04	1006.2	958.4
6.78	11.07	10.03	1006.6	958.2
6.79	11.07	10.03	1007.2	959.0
6.8	11.06	10.01	1007.1	958.8
6.81	11.06	10.0	1007.7	959.9
6.82	11.06	9.99	1007.5	959.5
6.83	11.05	9.98	1008.2	960.3
6.84	11.05	9.97	1008.1	960.4
6.85	11.05	9.97	1008.8	960.8
6.86	11.07	9.97	1008.7	960.4
6.87	11.07	9.97	1009.7	961.2
6.88	11.07	9.96	1009.5	961.1
6.89	11.06	9.94	1010.0	961.8
6.9	11.05	9.93	1009.9	961.8
6.91	11.04	9.91	1010.0	962.2
6.92	11.06	9.91	1010.7	962.2
6.93	11.05	9.91	1011.1	963.0
